Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P0A944	1045140	1417470	1446230	1355910	1134410	1291580	1567440	1225950	1005570	1099510	1203350	906014	1421130	1143570	1393740	1375830	1539340	1378170	1236710	1553190	1684370	1602090	1326140	1214270	24412.9	33779.8	23335.1	23634.6	21853.2	22930	20284.9	29595.4	32422.7	16357.7	24493.2	24573.9	23690.9	22658	22673.8	24518	26918.2	26463.6	20910.6	18706.7	19752.1	24336.7	21168.4	2575220	1918890	2145100	1956350	2339880	2497860	1695630	1521380	2301570	2261040	1807520	1821610	1632510	2063380	1554090	1853260	1486540	1995920	1897530	2007410	1594200	1521050	1565640	746831	766508	915706	754912	754637	750122	799267	704212	737928	697167	918270	908593	967443	831232	952482	943895	795818	824941	882797	782679	751105	744839	787773	803816	340357	292172	274723	286444	284998	284755	299404	275920	293420	265515	277206	241722	253219	258197	348232	340212	325341	347912	326730	337825	335707	290209	320807	319848
P10408	72607000	76940000	79975800	85337600	69140500	74706900	74576200	69172700	55683700	71460900	68009800	35084600	79101600	68959800	76352200	79379600	82219700	65192900	81798000	80831000	83234400	82772800	77104200	81404300	518434	619030	511384	559559	517972	550082	589005	577070	564700	608188	554212	520582	635916	604740	578257	681111	610576	605137	602899	613103	642767	610844	617301	14613500	15098800	16519500	15774600	17395200	15303000	14924000	16516100	14619100	16111700	16612800	14419600	16540000	17001800	18389200	16999700	18573000	18305500	18057600	14821000	15136100	16460400	18466300	9843830	10786400	9906960	11036300	10801200	10142100	10683300	10453800	10380300	10151600	11626100	11574300	11171200	11127400	11376700	10999600	11866300	11448600	11353900	11354700	11189500	11143500	11383700	11664600	4526380	4149130	3982560	4292660	4300340	3395630	4420670	3736860	3955790	3656470	3662150	4482190	3951620	3796080	4335300	4330380	4190640	4466240	4476070	4317940	4371250	4403390	4406220	4419210
P28904	1268320	1389400	6806910	5646420	1225300	1207300	1439470	1324590	952016	1483740	1379450	837859	1582420	1403040	5929250	4862520	5474230	4901860	4570170	6147020	5416350	5890220	6388890	4814630	10472	12675.4	12770.5	13011	13120.6	10531.3	11058.6	11936.4	14188.5	10828.5	15012.9	12021	51399.1	47396.8	44691.4	41452.5	46819.6	38288	40687.2	60966	59590.3	47839.7	44530.8	356406	379002	353740	366210	356188	326989	442270	353906	369988	333263	408397	1677460	1751280	1747240	1469480	1832680	1554920	1806190	1683240	1706520	1582370	1968200	1693200	1936570	2250530	1931940	2118320	2082000	1946690	2340160	2054250	2172150	1919180	5644660	5501650	4832710	5978570	6888640	7098320	6303190	6233610	7246880	6995430	1850310	2003140	8066270	5906540	293955	74227.2	68562.2	374983	74512.8	113617	84333.9	70277.8	139793	91614.8	78564.5	104892	83012.4	56680	312301	232953	255043	246015	305203	300769	270974	348696	311130	276646
P0A7E1	186458000	168389000	262734000	228520000	190893000	169149000	199653000	207381000	178685000	194774000	174946000	121165000	174986000	177543000	265787000	245394000	228011000	239993000	211464000	246888000	243071000	265853000	255999000	226003000	523363	596086	607757	601044	561238	617336	590408	600233	605195	549930	565784	592482	663834	782710	836922	828299	819735	620029	547448	764692	766103	740172	848110	24833600	28835200	30114900	28663300	30993800	27895400	27432800	29690000	26036300	29295600	27986600	36937100	41091600	39130900	44736500	39011300	40497400	40430100	43917600	37461700	43155500	41581100	41420100	19141500	18746000	19265800	18147300	19682500	19592700	18911800	19133900	20048400	18890500	23827800	23098300	22085200	22687600	23332800	22762800	24942000	24558100	24881800	25793600	19742300	18579900	25165800	24790200	9062300	7809050	7355690	9379570	7425540	8100400	7325620	7730430	7639090	7896000	8103790	7757840	7800700	8685510	9240890	8665900	10040600	8281900	9251590	8820590	9106510	8941180	9360480	9332530
P77243	2576340	2878920	1666770	847156	2223600	2205050	4788980	2646160	2520680	2697240	2211410	2445320	2491270	2617610	635937	945118	848204	1863060	1616380	2278280	1996930	1982200	1751760	721902	30710.3	39379.4	27141.7	28586.2	39779.2	27355.9	29158.6	47868.1	43815.5	27026.3	29962.3	28036.8	1497.8	3148.28	1938.61	3167.42	5876.61	3840.85	5378.69	5245.39	2612.96	5836.15	4678.79	585730	624967	675512	1090200	430917	748288	1231900	598015	990835	648222	757456	358728	213544	NA	542031	364063	101794	486265	NA	442275	175426	291063	155059	3192380	4089590	3422370	3829800	3542640	2984530	4044880	4684150	4031760	3000340	1836420	2593150	2312050	2692720	2981950	NA	1505460	1180810	2660200	2664730	3418160	3464840	3199830	2760190	1484930	1328760	1528830	1397010	950573	1082980	1556910	1308340	1538240	1365770	1232800	1328460	1151500	1142660	369160	1142390	979522	680769	NA	1267890	968110	980743	465632	NA
P0A9J4	11166600	12697000	14425500	14163200	12957300	12089800	11366200	10515400	9513650	14172000	9584380	8769940	13014500	11613600	13224400	14302000	15325800	9619000	12019000	13079300	13367400	13576800	13674200	11955500	25292.9	27738.9	25644.3	29773.5	20994.4	28706.5	27632.9	26674.7	23969.5	28864.5	24421.6	24795.8	43276.8	36168.3	36839.4	37552.2	38482.5	33919.7	36944.8	35851.9	33859.2	41740.4	35749.2	2992400	3048870	3352060	2556810	3638100	3140060	2244530	4072150	3111260	3306590	3328570	4119280	4151300	4486770	4810560	4637300	4180390	4919840	4835170	4763450	4025960	4052480	4496340	1656010	1613020	1708910	1614890	1630230	2040620	1602670	1677080	1473490	1785790	2085460	2033980	2426350	2094490	2052600	2153480	2279890	2272310	2066280	2172390	1685960	1713430	1905850	2028970	319935	254266	221992	323003	248848	214799	271976	243380	252873	237829	226851	250502	284536	244341	274549	329531	277234	301662	278654	331559	333290	306630	310382	307177
P26647	7003940	7964690	6917520	8538690	6571280	8212010	8065180	5505430	3894710	5977870	7294000	3859120	7165730	5751300	6789560	8365370	8029580	4578410	8751200	7153080	9215960	8481610	6094700	8222470	43810.8	49589.6	44452.4	51221.6	49844.9	49221.2	54761.3	39251.6	39576.6	51975.3	40759.8	48561.1	67707.7	62293.5	55997.5	58046.9	57803.9	58417.9	54150.3	63193.6	61019	68709.4	63150.2	1766760	1812030	1988820	1726060	2077400	1642240	1592810	2129190	1864370	1704550	2035880	2850400	2741740	2567240	2461680	2160710	2504990	2404580	2568870	2698340	2710560	2384520	2634410	1595640	1690080	1581430	1795360	1650080	1680420	1772760	1558620	1553510	1616600	2009740	1894270	2134920	1975380	1869160	1971380	1787910	2113240	1837500	1849920	1838630	1694330	1929240	1929380	1005760	793657	767819	981142	786360	649848	812212	743680	732043	735351	687576	766090	766390	707931	878850	940703	928525	941934	904279	930370	987234	869672	911450	925662
P0A9J8	28498200	28691700	35369000	39360900	21025200	26934800	28575100	21112600	15961700	19919700	27835400	18640600	27055000	23586400	35207700	38874100	36451600	30044400	37329700	34625500	41865000	41618100	32385400	41195700	82934.4	97782.5	97936.6	87091.9	90012.5	79938.9	85840.9	87802.7	96280.2	81658.2	83897.7	75834.5	106242	149401	131719	148535	154534	114909	113788	127731	134144	141821	129349	10241300	10679200	11005000	13309100	10724700	11486100	13183400	9896180	10647700	11318200	11883600	16096800	16742900	18147800	20793600	19891700	19679300	20191900	19466000	17914300	15644000	18341300	19586800	9260790	10662200	8938110	10741800	11670800	9287980	10569300	11131700	10773100	8937380	16531200	16554900	16254100	16272700	16207700	16715200	16948500	16846000	17357300	17772100	11136100	10968100	16872300	15871100	3747460	2411230	2324340	3723580	2274530	2027290	2367280	2371230	2387340	2374550	2238410	2230800	2118780	2388300	3698890	3858840	3729640	3629070	3444340	3866200	4067130	3951490	3908940	4011210
P0AB14	60003100	53234500	62683200	49967400	72407100	56075200	64042700	66331100	82910200	69641300	61438100	108622000	63207900	57813800	63896300	69033800	56203000	68382500	52594000	65279700	59027200	52037900	55124300	65047500	728759	713559	668079	675996	712397	644919	559028	691906	627738	549708	760272	715603	461523	581100	784661	573994	725169	468106	453020	579956	696888	489517	470349	84349400	61002400	58669400	61641500	68087800	66649000	84571200	37960000	73069300	62770200	61127300	50678000	38151800	49192000	46233200	49441100	37044300	50635000	47557500	60842000	41836900	54773000	54404500	15315300	16592400	22597100	16618400	18308600	16672600	17205400	17308000	18915200	16142900	16029000	18019500	19594900	16017400	19827800	20730700	19999900	18650500	21482400	19710600	17811100	16648300	17560300	17065700	6069820	7018640	7045980	6199240	7327650	7974590	6702820	7578800	7092060	7692230	8207630	6378130	6329900	7793550	6633340	5093150	7007480	4978860	6350720	6391220	6549150	5734520	6386610	6015430
P10346	20750900	24860300	22257700	21162300	18967100	19485800	24989000	22014000	17598600	22477500	20897600	12463100	21561000	21026000	18864100	17296000	19882400	17445100	16188100	19883600	18669500	18693800	19922300	17271500	180448	195517	187726	115566	161784	174038	125031	176077	192116	102245	184943	162144	71282.9	155383	161498	172527	145856	79028.5	91437.8	144263	167895	109115	124092	8163230	8930960	9122580	8684320	7719500	7803480	8857820	8265340	8902030	8299020	9567440	6367370	6502160	6332260	6896170	6972270	6714920	7066570	6891210	6305520	6118480	7568290	7453150	5538760	5960350	5643190	5999310	5341970	5516480	6084810	5741870	5680020	5359120	4342570	4536270	4516580	4636840	4643260	5303480	4605750	4872380	4503540	4627970	5415810	5722470	4698400	4734250	2039660	2460290	2599150	2058670	2475750	2580170	2714900	2355490	2865230	2615960	2474690	2681900	2373560	2401450	1920920	2060570	1903080	2006390	1882970	2034670	1892290	1959420	1962440	1956560
P27249	8410170	8562150	6289860	6707420	7311830	8286560	8670600	6992010	5846750	7245510	8224130	4805650	8058140	6937330	6164540	6810400	7239250	4964210	7336820	6595100	7587060	7525090	5808870	7093720	68927.2	89026.5	77852.9	86891.2	76216	72782.4	96207.9	81030.6	78780.8	102998	78910.3	83682.8	90287.8	66800.7	69493.6	79158.9	64710.1	79280.9	76143.8	82063.1	81432.1	81727.3	80132.9	1738870	1825300	1904040	1912200	1901280	1687730	1805420	1993480	1807150	1879420	1807800	1211880	1536520	1626260	1712150	1548810	1763940	1594070	1624520	1320340	1343630	1409580	1442770	2221060	2230610	2068220	2200820	2218830	2159090	2127250	2160350	2057150	2186780	1942920	1945320	1754940	1804490	1838290	1744750	1952870	1942000	1929310	1939880	2290440	2207000	1879950	1685580	1388790	1304760	1287450	1441240	1468090	957434	1512360	1374160	1338220	1093770	1063890	1398890	1434260	1179240	1371510	1395420	1299090	1466950	1349430	1432100	1491390	1459810	1386290	1424620
P23917	19256800	19131500	16631400	15795500	19060900	18511800	22973100	19434400	24729300	22921300	18612400	15140300	19397900	22365700	17455000	16604000	15815900	18745100	15982400	17003100	15558000	15133400	19230800	14749700	135411	81553.6	113126	68834.7	114385	121587	50873.2	126449	111618	40906.2	103856	106503	33044.1	78490	98867.5	78957	82883.6	35867.9	49937.5	75101.6	60102.7	44183.6	59282.7	3788500	3677940	4558730	3863610	4469330	4046170	3630310	4709110	3993150	4244980	4117310	3769700	3479970	4153270	3940830	3672070	3627930	3922400	3693300	4424050	3856210	3595730	3733890	3030160	3008470	2969950	2982460	2998680	3071980	2955080	3098250	3088230	2957010	2314410	2108260	2177540	2660780	2319800	2507260	2279150	2167920	2397420	2316010	2936900	2823980	2194310	2281640	1191740	1554300	1465300	1162890	1483570	1494340	1553430	1493700	1569410	1500870	1454460	1577900	1510780	1515410	1311110	1134510	1299680	1161390	1270180	1163850	1217900	1216490	1270420	1296230
P31475	4781200	3709670	5887820	6059960	7729160	7409310	5529710	5909360	3846230	6497090	6781850	6331010	6608800	5139850	6794930	9386320	6419360	8796980	7814360	6394420	7428240	8573340	7399900	9185560	13919.8	15648.5	15949.5	13999.9	14328.7	17052.9	20570	16708.3	19360.6	11991	17813.7	12681	21807.2	25101	28270.1	23058.5	29158.4	22218.6	22947.4	25014.2	21075.4	23040.1	17862.5	2453140	1833490	2893190	2437140	2819920	2338260	1828310	3066800	2458780	2464890	2305750	4961270	4484270	4137140	3893940	3457560	4146530	3923740	3922050	4534750	4287120	4054330	4877020	1657500	1758870	1523190	1685990	1754400	1690350	1631030	1551990	1636240	1686560	2335220	2286210	2566920	2689660	2412910	2787880	2417380	2371900	2625330	2626190	1741070	1650750	2537040	2459540	1174920	881316	737106	1298040	918130	677445	944561	805862	870780	752733	744793	881283	843183	784401	1195390	1150220	1087110	1249620	1239050	1208750	1199930	1257150	1160240	1210660
P27828	13617400	16033200	22017200	22607200	12902800	12648600	15994400	14599600	12600300	13859200	14149800	9323580	14966200	13899600	21042500	21271000	22971200	18999400	21722300	22222100	21413400	21513300	21682600	19502500	57160.3	67334.2	61548.3	70601.5	57919.5	63553.4	69826.5	64174.2	72203.1	63073.6	62381.4	55814.4	97471.7	102068	93423.9	94485.1	95431.9	93359.6	69427.7	88096	90401.1	103748	92507.5	2575280	2921150	3214690	2810610	3239990	2864990	2981150	3117040	2816560	3049480	3138060	4428260	4880510	4724970	4676450	4383220	4800360	4603260	4541240	4784330	4512080	5097220	4822080	2583990	2700210	2465500	2785970	2688660	2686000	2703540	2734450	2680490	2505260	3812380	3636340	3879500	3844420	3603230	3754390	3758630	3784440	3767860	3670230	2466340	2573560	3669600	3679410	1198710	895699	778305	1232910	781822	807115	895388	867905	914659	826005	860283	828592	783086	837651	1186420	1168000	1175450	1215130	1249860	1234880	1169330	1241130	1255250	1133880
P37691	2518830	2597310	3764210	3639320	2559590	2101390	3218960	3269460	2696160	2527600	2291260	1553570	2647310	3001080	3869140	3583450	3703860	4723340	3841810	3803480	3429410	3324900	3936320	3251890	23215.8	28001.7	27502.7	33035.4	30530.4	23208.1	35602	27547	29009.1	37504.9	37120.7	29209.6	44518.3	43641.9	49066.5	54401.7	45680.8	55108.8	57179.8	53434.4	56778.2	48486.9	56671.7	1930160	2543420	2603680	2440110	2802520	2337180	2334330	3996910	2520280	2413780	2601100	2552920	2844130	3733380	3763190	3674830	4866070	3854560	3728970	3407530	3000750	3717460	3455520	5993780	5575990	4995270	5656300	5860740	6257960	5743440	5640520	5706400	5820290	7147670	6591520	6489460	7169470	5732350	6806120	6583910	6389920	6395460	6892500	5242430	5701270	7065270	7430230	595923	390460	300734	621015	266459	279254	428096	316692	338657	261848	235053	451348	308897	399859	628781	624426	534384	633588	650991	588958	510562	613909	733814	665718
P27431	28040000	26614600	24425500	24352000	31355400	30531100	28156400	27997700	26812200	28914100	28469200	36365600	28899500	29794600	24908900	27132800	25198100	20843700	25981100	26222600	25105600	24907700	25036400	26304200	171591	219785	169036	164023	169380	199546	140815	216269	240400	149663	182458	211627	101975	181309	151797	165893	168708	111298	82631	127354	151988	133634	147141	15990400	14947800	15062900	13031300	15464600	14521000	13611300	14085300	14717700	14292200	14257700	11402500	12969300	12514800	12311900	12621100	12983400	13718500	13282200	12824300	10865700	12971300	13039900	7911340	7569440	8063580	7595710	7687040	8140490	7657880	7762120	7056290	8134970	6673120	7180140	6836080	6904550	7050200	6803520	6775630	7095400	6650680	6525220	8156200	7609110	6662780	6687020	2910730	3146370	3115490	2923880	3413030	3050730	3177960	3261230	3069650	3035250	3116320	3361490	3414740	3158960	2825230	2936850	2997860	2863630	2919920	2935940	2843870	2889090	2937580	2843860
P76015	55360800	54333800	78042900	73312800	52062100	56728800	62194400	59315300	66227900	61883800	57684600	48327400	57872300	53559500	70630700	62814600	67286100	80648800	67987400	77398400	72234700	71814900	77742400	71497700	206365	203926	206888	171555	199940	207498	148655	210523	210467	143319	181228	199905	193248	279463	230114	241046	252262	139526	126410	282608	266121	202825	200923	5039120	4891260	5337070	4578400	6000580	5235910	5182040	5825320	4954530	5007650	5613980	6553970	6286130	7418180	6668170	7348870	6888710	7404690	6940880	7767190	6524040	7978290	8059180	5944550	6191460	6039900	6252820	5762850	6122480	6250750	6382320	6115280	6006320	6689980	6478520	6933300	6651070	6837950	7440060	6819840	6925190	7220630	7238150	5486090	5932300	8198780	7540960	2918480	2419290	2256830	3168030	2209610	2268930	2405020	2189530	2395110	2342550	2229450	2287230	2252520	2108490	2654460	2750790	2486590	2632690	2610030	2817030	2668080	2785800	2676160	2678450
P0AFM2	143641000	151462000	124870000	108136000	149025000	146741000	203887000	202449000	203053000	168995000	172479000	244866000	190989000	184850000	150993000	138159000	128769000	158604000	125130000	127498000	109361000	102200000	154537000	120616000	885838	1195370	907156	1119980	1372370	1160010	919539	1032010	1270190	960065	1117590	991949	582428	923898	867302	953960	973243	787823	637862	820633	907148	852484	924718	59302400	52771900	66351000	58293900	50587200	70325800	93501300	43941600	76157700	64857300	73017700	47223600	43366800	49287300	52188100	59720400	41567300	48926300	49215100	41109800	41223100	51099900	57066900	29380300	49645500	42683200	45350700	45611800	31226700	48280700	41703800	43076500	29827100	32676200	30212500	22334000	28378800	33173100	27641100	30352000	30576600	27218300	27472300	38057300	43757000	30377000	34699400	10576800	14458500	16652100	9604130	12126100	21738800	16927500	15536800	20143400	19430400	19645600	13683600	11140000	17216600	11215900	8805590	12401900	10019800	10855800	10090100	10396200	9212490	10748700	11136400
P07648	64692200	67420600	60731600	57998000	61641600	62726200	66277300	52863700	56802900	63890700	56531800	32095700	63937300	60126100	55756300	51113700	57736500	46929100	58696200	60831700	64218200	59750100	55796500	62811000	37526.6	44410.5	41098.6	49427.4	47226.8	40310.3	58124.9	45257.2	40185.4	61874.5	46936.7	47215.6	48845.8	42409.6	44126.5	48718.6	38415.5	47714.8	44538.4	52166.4	51749	49294.1	47951.6	1973210	2229680	2256430	2203560	2318420	1973580	2372180	2938780	2057710	2305340	2296800	1780680	2069530	2076900	2377700	2276420	2532770	2086590	2138030	2063780	1942020	2236600	2140860	773876	714405	689727	726535	749966	730971	696170	741034	703286	786177	717735	692725	625984	718551	670923	632912	685076	678465	650641	692232	679613	714589	699661	665591	687696	635444	652590	663422	690743	493858	591590	615627	607921	509408	512652	642925	680891	589798	664065	651445	600323	673762	677664	637320	667526	685486	645128	659389
P0A988	20674400	21112900	20145700	19121500	21617400	20627400	19755000	20938900	19007000	21498700	19150000	13102600	20620500	20872200	20876200	20172300	20839700	19499400	19875900	20967300	19831300	20114500	20061800	19912800	122852	166442	135701	142305	140985	154085	111708	148244	158371	126782	151874	157059	110733	144707	143213	143721	140705	101800	91000.6	144540	135729	129115	126449	9465120	9988370	11046700	9172790	11164700	9477750	8734010	10396000	9074970	9750540	9537100	7163560	8299200	9351420	9218650	9040080	9134580	9753670	9743750	8984880	7760110	8736920	9253910	5604180	5057440	4996420	5139560	5065210	5742880	4997430	4962870	4892140	5468660	4558650	4456280	4866740	4825450	4577900	4709700	4970730	4731290	4856510	4843700	5307590	5184520	4675130	4662230	2195910	2273120	2265400	2209170	2635770	1796110	2479840	2292180	2158880	1886880	1944280	2570240	2603360	2037890	2132410	2220980	2128300	2192230	2102960	2208340	2221190	2233470	2194450	2250530
P75736	24039200	24771100	19513600	20815700	21468900	19960300	21798000	22972900	21343300	23193300	22671500	26875500	22535000	23455500	19620600	19781600	20758700	18344300	19530100	21362400	20350600	19279800	22389900	19557000	147199	174665	177344	176330	179030	204093	197502	150977	149454	199097	202729	216454	192517	169014	167662	176073	131907	151171	137937	167791	184011	165152	159527	7633920	7377150	6731160	7321140	7156720	7372590	6726860	5722180	7823450	7519290	6808360	4080350	4481020	4345360	4405230	4088350	3892870	4440900	4487060	4889500	4830270	4425810	4703690	4750880	4698830	5147640	4823290	4623290	4942580	4677530	5002210	4598040	5000730	3270600	3566750	4012180	3428840	3400190	3308030	3547350	3510320	3519190	3463250	4806120	5066440	3728870	3596790	3309320	3988570	3881690	3421610	4332920	3497540	4064080	4100670	3830600	3650890	3668000	4229690	4339530	3687730	3284000	3413220	3380480	3422820	3266930	3539950	3613110	3461510	3290400	3380350
P0AF96	56063800	51346600	62118200	70150800	46395300	57030900	42525200	43322200	31309200	47244400	54703600	78521700	59160100	46831400	63002800	72393300	60502000	69996100	63884200	65466300	77357900	74966700	52034400	86830100	221666	243677	236570	204572	211233	225219	196758	200758	202407	158183	213909	214219	255394	333518	316535	290955	362814	182595	156416	314867	334704	260357	267221	9415100	8183150	8201500	8981440	7982040	9048920	7780440	5334650	9623470	7958220	7719000	10514000	9267000	8818400	8474280	8516970	7575990	8570120	8298690	7343720	8778210	8111550	8810980	10626300	10808600	11595100	12229200	11574800	10338400	11022100	10257400	10041700	10065500	15189400	15625800	17492100	15208800	16354000	17872200	15360300	16752600	18249400	17692700	12286500	11556700	16841700	15314200	3904880	3468950	3006060	4202190	3185780	2863240	3019100	2956870	2740160	2663590	3087570	3121160	2530650	3021560	4036510	3815800	3853740	3419360	3724990	3872720	3795400	3984070	4102740	3928910
P26648	11525800	9525410	10595000	10978300	12318900	11996700	12178900	11818600	11837700	12865000	11545400	11227100	12314500	11932800	11447000	12303500	12120400	10214600	12469700	12468000	12839400	12591000	12192300	11634700	71653.2	77040.1	75958	67665.9	75891.6	77313.8	60087	74859.5	76393.5	46202.4	81188.5	76378.5	47141.5	85054.7	84016.6	84521.5	74683.4	43938.7	32736.8	84461.4	82324.9	64734	65094.9	2211150	2263900	2504590	1836280	2581510	2227180	1998880	2571860	2269860	2286680	2320070	2599760	2691340	2665270	2751300	2771470	2801120	2802080	2787090	2599510	2228310	2792100	2813600	2426690	2322490	2399330	2392630	2269320	2423550	2287720	2211410	2283480	2333570	2357990	2268220	2287350	2319760	2232750	2235460	2223460	2325010	2304330	2252360	2394420	2397730	2342360	2278280	601449	627272	655869	638160	639407	521600	582438	573634	594336	568839	569262	638983	666520	545468	577564	554596	578380	621298	600347	566540	618361	573045	606800	614409
