Ref8537_QC1_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S11_20230414	Ref8537_S35_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s50_X011	CVT09_s59_X013	CVT09_s61_X014	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018
Q46871	18073500	12872900	16774000	20470000	17953000	16580800	13264500	16450300	16963000	13256900	22067600	17042200	21593000	15499100	11411800	22319600	106732	117079	120552	119922	109387	116550	139841	91958.2	91590.4	69565.3	130702	108997	93199	10364600	10220500	10792400	17995300	11680900	11469500	15834300	8600510	13694800	13204100	12272200	11809500	13788400	12538600	4906990	6485310	7051880	6916530	6806820	7346820	6682840	6336690	7099280	7025060	6271180	5406780	6360030	5473600	6471060	5067020	5111120	4629420	5843910	5334630	5501610	6013060	5798960	4161520	6081600	5881350	5591280	4939040	5204760	4767810
P76541	16674100	12550000	13850700	19211400	15925700	16123300	12247600	15550300	13654500	13095400	13719300	17307700	14837900	13895500	12866300	14898500	102911	59680.4	59548.4	89400.8	79434	86069.8	71222.9	126016	74995.4	63497.9	64433.9	54068	56240.3	4427810	4270320	4725920	4157270	5555630	4201440	3150720	5760320	4091710	3821680	3985820	3625570	2626630	2864240	1610490	1483640	1391760	1441900	1209980	1119540	1087760	1177800	1077600	1184360	1218530	1155450	1613610	1163280	1070290	1540730	1454740	1742510	1469360	1608310	1503690	1491170	1562230	1464790	1478220	1113420	1203130	1287990	992511	1099590
P60293	26037100	22723000	25319800	27350400	25668200	26325000	23744700	25219600	24734000	18870000	27273600	24945400	26431300	25209000	22669700	26160900	42310.8	45506.2	44693	45362.1	45859.6	46247.7	43865.3	39800.6	41965	47123.8	46578.5	38511.4	45409.6	2810030	2828090	2876400	2863170	2894370	2787470	2887150	2751310	2800230	2964720	2991350	2619510	3104360	2878690	2078280	2054350	2032190	2133070	1994710	1984120	1974150	1917570	1995310	1917100	1934100	1965050	2073860	1996080	1861890	844803	820005	780036	688696	777876	741991	713056	697811	790705	726968	899300	872660	795949	844916	848809
P77674	32226600	3996770	5145580	69340200	34500500	35424000	3746130	4973730	4301780	5313360	5371310	4636440	4342810	3602450	4382970	4991590	164746	154099	177943	206646	164815	240413	227739	141325	145288	20166.1	29730.6	23472.6	23086.6	7845610	7948810	10320300	12674800	6635610	8477300	16282200	8417180	10856600	9512950	10319100	1244250	1814860	1381520	13936600	19384500	17539800	20405600	2469700	2440370	2427400	2597270	2206830	2213900	2165970	1936290	14872600	1996150	2434130	2772880	2945790	2472880	3975350	3458210	2838360	4112780	3802370	2936920	3291790	403226	577656	508401	458975	457341
P33232	122260000	86602900	84849500	141180000	118667000	131606000	79982100	78220600	91369700	78923600	99038600	98884900	92289000	83524000	95502000	89100300	162580	178569	182881	159027	177469	169245	193362	169092	140455	123446	119055	121724	94325.1	7519290	8133470	9980220	8354560	9737250	8000380	7646910	9452760	8570940	8665680	8832430	5990330	6014520	6196820	4720600	5580860	4938810	5554040	3534870	3479720	3365470	3426380	3510080	3394600	3311830	3220810	5261820	3147540	3235160	7500870	8192340	7492820	8093340	8054400	7365830	7533780	7210720	7462880	6877810	5510120	5031470	5086760	5395120	5174530
P08337	7091560	6168280	7047930	5256400	6176110	5063630	6052100	7472460	7048020	5449820	7670720	5819900	7681540	7083700	5760520	7929260	9231.17	6125.48	4745.71	10884.6	10170.9	10031.6	6360.85	5440.05	11165.7	4950.9	8292.36	1607.84	9241.53	1003310	957189	796708	1379830	661261	898512	848927	892981	837623	804179	859418	523574	763170	669211	493059	543932	522956	519881	717196	728298	652924	733528	623650	580126	611821	613959	538697	646729	668237	285639	201557	326132	189049	312748	240360	285457	225541	289017	280905	364171	337436	363391	340652	345615
P0A9W3	94709800	84215800	85980300	108168000	93812400	104151000	80663900	80571800	81691900	88740100	86244100	89570900	85291800	81960500	92402200	83696300	882170	970618	1003360	949459	1045720	991446	1065050	948901	961550	692659	857080	763388	751900	41233500	44884700	46477700	40549600	42353200	42732800	42781600	47282700	44484000	41483200	42669300	33536200	37821400	37079600	25455000	25100300	25270000	25856300	20686000	20732200	20210300	20119500	20392600	20668800	19136500	19380200	24275600	19844500	21038400	9430880	9200660	8764720	9867730	9116900	9275430	9983230	9807050	8958450	9362610	7029900	7572670	7317630	7179430	7169360
P45955	21739000	19897400	17374700	18990300	21824500	22444600	22298200	23955100	21057000	24879800	20743600	22402500	21826100	20594000	23043200	24014200	148863	167044	146658	148987	147948	122890	157589	159595	197617	130305	169908	96530.2	141123	26028300	22332400	17270400	24583300	17145000	20615500	21622700	14285700	23078300	20376100	17885300	13040500	12165900	10892500	7634860	6355670	6751040	7566900	6530210	6715760	6355830	7186340	6893560	6617080	7297340	6489400	6736390	6666830	7136180	1442900	1441950	1541190	1449080	1538460	1621080	1435320	1399100	1446280	1534910	1300920	1351630	1338440	1581400	1829560
P29131	8402170	9803020	8578570	8387540	8262210	9962640	9773170	9724010	8853630	11243700	8682450	10161700	9131310	9458020	10859100	9653840	88778.2	68087.9	58168.5	88825.6	80968.4	87944.2	67989.8	66577.1	97290.2	28947.9	84394.7	48721.9	98549.2	9493150	9458540	9618330	7361420	9099740	9501150	8249450	10540700	9699360	9944910	9141240	9134880	8667230	8177590	4273270	3621450	3642710	3711790	3734120	3671800	3667340	3708290	3650420	3544330	3932280	3806150	3744690	3732470	3720210	1471140	1348880	1392130	1352380	1404870	1497040	1468970	1444810	1446530	1400490	1361220	1323640	1282230	1335830	1287590
P15639	91768500	99074000	108321000	101220000	99487600	81395100	107149000	113241000	110971000	93001200	120045000	100990000	119586000	119869000	97872100	115877000	742024	617857	504190	732962	687322	646772	614621	500551	602531	573339	920826	472871	920726	29320800	30931900	37177900	33066700	32939800	34909200	36216300	32829500	33478700	34994900	38444100	40770700	49469900	52776100	25664800	31420700	29677400	29648400	34245700	33999300	34086400	34403700	33850900	33492100	34851400	34786500	30681100	34626200	33993600	10709200	11027400	10889600	10290700	12300000	10434000	10382400	10374300	11520700	9689670	12868100	13707800	13861200	13059600	13193500
P09832	160290000	403715000	374331000	162060000	138893000	184080000	396029000	369166000	395129000	402088000	375571000	421948000	357682000	375762000	460988000	345198000	741357	804331	755364	789979	844637	803387	829185	751446	756026	1446920	1869470	1289080	1926740	58500100	54684400	69867500	45535400	60916500	64431000	55504800	63081600	59706600	61511000	62362900	131954000	141909000	163422000	30172400	32176900	31605400	29349700	78212600	76917600	77373800	74636200	77427700	80130900	76995900	76457000	32793600	79632000	77601900	7376700	6910420	6632780	6435210	6977740	6437330	6420330	6590120	6912100	6474470	15827200	15707200	16434800	15637300	14859500
P31224	28785300	32157500	33238300	33842300	27938700	31206900	31991600	32700600	31611000	31825500	32559900	32763200	32736600	32067300	33140700	32438200	92954.2	91196.5	95094	120385	121628	98599.7	112987	95179.5	111415	59479.9	95300.9	69291.1	108960	6753050	7128140	7489760	7364980	7261720	6870530	7842930	8920550	7490950	7253040	7984920	6805460	9179420	9564390	6736310	7231290	6976340	6848100	7193430	7058460	6898630	6734710	6701370	6689960	6223600	6634240	6332770	6893890	6903620	3895740	3938890	3584480	3417280	4225640	3777840	3844750	3676300	4121940	3658500	4109680	4543810	4783360	4467280	4461290
P0A8Y5	20423700	34765500	32966400	21974800	18484800	22500700	36106000	34245800	33374000	38202400	33162500	34804300	31659900	32649400	35067100	32271700	162715	164146	164385	143617	154469	152520	168185	152656	163376	241957	278550	205744	249366	4260480	4708140	5244570	4981550	5271580	4982920	4503010	5288200	4696090	4702770	4922890	8416220	8326810	8561430	6137740	6026100	6117700	5894880	9344990	9678210	9683000	9228010	8771880	9164850	8994090	9438300	6171550	9573600	9384830	1231890	1174360	1149090	1191980	1204740	1122840	1223020	1206800	1180480	1186390	1966120	1970380	2004080	1895570	1812150
P02924	9792940	2921450	4383860	9392700	9494440	10452400	3489190	3992760	4011350	4756510	3842440	3817820	3795920	4440650	4086840	2966280	77435.9	57258.5	45334.1	69201.8	65240.2	58061.7	54779.2	34357.1	81978.5	5241.96	10326.3	10872.5	8532.04	5845110	4793090	4538780	4248240	6020150	4944890	4915400	4295610	5193310	4634370	4389420	567437	540993	594172	3240830	3385740	2938670	3276460	629246	591228	567557	759633	637081	618772	462592	554982	3163680	477915	644584	882009	1019220	916912	1015380	968226	1042190	893849	952222	843086	836715	494259	318527	146840	NA	443362
P50456	6444630	6988090	6563490	6763710	5811240	6060640	6404020	5770620	6261460	5902070	5663530	6689920	6508490	6774570	6793790	6237620	19514.2	24160.3	23717.4	24040.3	24372.7	16617	27715.9	27537.9	28195.6	23382.6	26035.7	18188.3	29242.3	2343370	2086870	2161550	2632810	2280490	1971400	2389940	2055670	2110920	2061300	2235230	1942170	1618670	2042130	1351920	1344010	1429380	1323450	1279210	1342570	1181990	1353370	1390920	1291170	1389120	1341370	1379770	1284600	1180270	399879	415190	414451	295092	432977	382851	368177	402906	432679	438589	537890	424384	435586	506541	420929
P0ADC1	21555000	21256100	18649700	19775100	20971200	26840500	23554600	21859900	21240200	27288600	18388100	21738200	19495300	21553000	23341100	19961300	285727	226031	271254	313357	307770	232640	285720	231870	324795	124782	197055	220742	276201	9119280	8465270	9381260	8299890	10158900	8332130	8283210	9465000	8505820	9189300	9363000	6208710	7747480	8664990	7370220	6154610	6292280	7163060	5040020	5207180	5120630	5019800	5252800	4868670	4995260	5366180	6840870	5431240	5561900	7489360	6713810	7882010	6734860	7115180	7528510	7099770	7305020	7635390	7314050	6053220	6197490	6660200	5888890	5666050
P09152	11908300	31582600	26823400	16406700	11529900	11732600	29844100	26488700	24431100	26647300	17935100	29558700	24932200	35007600	25073100	24570300	32722.8	31219.1	42832.7	37096.7	36403.6	31063.5	35879.3	51169.4	44142	117786	71819.8	103540	128582	3287810	3682130	3532200	2955200	6277600	3609400	3460840	6210530	2919170	3150620	3121820	7734140	10280300	9838530	3000500	2424810	2996970	2442400	5364350	4569170	5288150	5716840	6536240	6598900	7476260	8412480	2559980	8463490	6697460	1958990	1757400	1851240	1903510	1966940	2119730	1755300	1992810	2254590	2270060	3535210	4354920	4819360	4724190	4925090
P0A7J7	501858000	726263000	721002000	542285000	524175000	535958000	706506000	754685000	733767000	814447000	772229000	725725000	742026000	714301000	723389000	734551000	930907	802061	790664	1069100	974160	966520	912095	639997	1076880	814590	1323180	629717	1261220	418572000	400477000	375530000	381495000	388092000	379193000	364072000	326619000	385372000	360655000	334139000	560453000	360818000	415790000	155991000	161757000	164689000	145562000	206522000	225272000	208048000	223940000	208649000	226601000	216967000	209167000	159269000	215472000	222409000	57438400	54852100	56858500	59058800	53937500	58129400	57921300	57753300	53167300	57946400	70522400	71581800	67367500	67104300	65786100
P0A6Y8	329939000	365414000	301648000	326933000	332637000	379656000	403812000	393177000	363008000	427625000	322240000	404752000	364320000	377102000	413038000	370739000	2819670	3094920	2732840	2871270	2850740	2853700	3017720	2741850	3053610	2296170	3415430	2528490	3432360	225956000	204637000	183463000	215599000	180490000	217794000	208345000	157441000	241316000	207052000	196811000	158411000	150966000	165221000	198195000	212485000	229127000	224241000	220760000	234899000	209944000	227199000	229585000	232832000	239923000	225840000	230479000	230293000	241635000	26278200	26760600	24629700	27518600	23869900	26852900	27190200	27522000	22822100	27069100	21435600	24083500	22384400	22711000	23093100
P0ACQ4	20852400	20135200	20521800	20128500	19120600	14562400	18842800	19349000	19349500	14277500	20498400	18969900	22437800	19906200	17405500	18928700	377139	425807	411110	394508	412349	377818	404562	417180	382433	470858	486756	508620	451314	11618300	11724600	13032700	11988000	12879700	12086900	12183500	12895700	11363900	12322400	12363200	13583600	13550900	14828300	6049560	6098060	6032710	6053990	6277770	6205640	6259870	6083190	6487970	6256660	6179180	6283660	5936300	6194180	6039790	1214430	1107100	1178540	1120890	1293070	1237230	1223540	1167830	1132750	1253290	1291030	1225910	1205590	1211460	1213010
P32053	5138440	5896620	6057580	4522180	5483410	4966730	5414370	5313780	5783610	4941080	6008170	5811050	5596570	6035090	6491740	5743940	22676.4	25889.7	25465.7	22630.2	24037.1	25513.8	22393	22762.7	22934.2	28367.6	31855.6	29167.1	36181.6	1087350	1117500	1341780	1182090	1095720	1162050	1127480	1224070	1149310	1210980	1348300	1564320	1589630	1725930	882626	876851	936464	897976	1068610	1029510	1180170	958129	1000080	1017650	1046540	1056980	905092	1041330	1042020	275257	268318	281668	261939	329666	231947	255882	273606	354556	245584	267718	256578	266461	251429	277496
P08839	126681000	429426000	444320000	156730000	127225000	124057000	440024000	447366000	425766000	401042000	422880000	450680000	465212000	459968000	375969000	486125000	820030	767004	706374	786461	795120	878733	942107	608296	756347	1603400	2488580	1452660	2393880	34561300	33873000	39323400	42773000	39808500	40740400	43696800	35653100	42810900	39455600	41717200	121225000	137859000	155254000	20623000	25071700	25540800	26254300	78082800	76394400	74829900	78689200	83648100	76438700	81721500	79256600	25150200	80127700	82068600	9128380	9234130	8523160	9276160	9510380	8928710	9699620	9362650	8504570	9239060	29345500	29361900	29530500	29101500	28451500
P0ADG4	38988800	45736900	51434900	33525300	34008900	33906100	49754000	55383200	50839500	47250600	55744000	47998700	53818700	48016800	46663400	50662700	135245	195646	180889	173048	194091	203965	240999	176601	162703	172640	274227	187150	261155	16897400	17941100	20406000	17022600	21110400	18342700	17801400	20052000	16604500	17083100	18614200	27254900	30633400	29931700	15026500	15150500	14918900	14450800	22344500	21018400	22911100	22175500	22122600	21081300	20281700	20676100	16363900	21098900	21923800	5536950	5215430	5642070	5350060	5561250	5455870	5314800	5101730	5637260	5517510	7943650	8991840	8627500	7878780	7840260
P21165	89239000	70613100	82990800	80982800	78073000	80456100	65543000	72422700	73584900	58858100	72748500	70792600	75640200	76594300	65000900	76255700	531000	518212	436093	485543	502290	487213	466260	432937	505878	342136	454891	318770	440126	35128600	37340600	39086700	36244400	38425600	37426400	33121900	40381300	35735200	41008500	40971800	27389900	34376800	35229300	23575400	23431600	24082800	23472100	20298200	19827700	19632100	20067600	21516700	20168700	20284100	20939300	25877500	20614900	21417400	7426900	7421520	7766230	6293250	7699420	7498860	6890500	6418400	7779860	6733690	6211570	6215440	6312230	6374640	6351260
P0A867	131639000	120101000	143321000	161731000	115312000	102643000	116655000	136224000	128364000	95405600	135835000	134425000	147800000	130041000	111109000	142824000	806370	885098	777900	836603	688403	833914	934324	728395	652245	797416	1065650	955829	874511	26247200	25950500	30576400	36713900	27325000	28601600	39029200	24827800	32815200	30929600	32322100	33076000	36802900	36159000	31379000	41817600	46182000	46917700	43742600	42234000	42240700	43154300	47683500	46459000	41568600	40713000	40279000	37323700	42194900	8229260	8474700	8313600	8901550	9264490	8170280	9142570	8924960	8363750	8660680	9212200	10817700	9856040	9980030	10192000
P0A9F6	11632300	8804430	9629210	9820140	11046700	8802520	10553900	10433000	9422360	7486080	8757420	10627300	11054000	10994100	8808440	9706370	38600.9	37521.6	37751	40930.6	41512.3	34079	39021	34204.6	39530.5	29266.5	34268.5	27311.9	40189.5	1885860	1890560	1811010	1783570	1757170	1552750	1800280	1508300	1804310	1858610	1797930	1339340	1559720	1409750	1522490	1458720	1525680	1581950	1239330	1169630	1276710	1226390	1287340	1234860	1279280	1319350	1528380	1273900	1202360	440864	405032	452935	324244	456836	423318	382818	367638	414949	419295	323715	335883	353808	358185	409346
Q59385	35084200	30180300	28790800	32212200	24621800	36007800	27574000	26032100	37796500	29112100	29743400	31013300	26149200	27164400	79883800	36892400	197696	165578	140855	178679	130405	146875	137585	187509	178243	148359	166457	124292	228492	4921850	5525590	4554320	7729980	6438610	4985700	4769550	6250140	4920990	7031440	5500570	5152870	4456200	5188330	3457450	3051800	2529800	2610500	2113520	2231900	1845800	2621030	2321830	2310570	3141980	2382150	2859720	2426060	2571740	4902380	4120330	5263760	3303580	4545020	3879760	3736780	3674430	5644940	3832070	2598440	4102690	2967130	3685830	3599750
P36683	575821000	228070000	219343000	513171000	516750000	589516000	200687000	198410000	243897000	204299000	246048000	218060000	204236000	200046000	258117000	195654000	3015590	2892250	2817230	3224060	3195530	2762880	2674190	3376390	3262620	1358940	1445580	1112820	1605040	165600000	188163000	236181000	126622000	214921000	183277000	151427000	248356000	183918000	193897000	199095000	63909600	77404600	77409800	165058000	191488000	162650000	150346000	66411900	67351500	67389000	62301200	57640900	60564500	59910100	60201600	181175000	66842200	63740200	50419800	49823000	49721800	40755500	50799000	42197300	43043200	40301700	57479500	38302000	18365200	16503600	19158600	17323700	16549900
P00961	163423000	173831000	174091000	161914000	154102000	171996000	166013000	170231000	173919000	163579000	173575000	178878000	171308000	175591000	175917000	168190000	542863	631607	634890	596994	646553	607450	658481	672566	625798	607671	645759	540047	645870	43600800	47345600	50736600	43039600	49372500	45969600	39949900	55486700	47097800	47412400	47371900	47803700	49140300	52338600	57313900	57101300	55435100	56776200	56887800	57852900	57600200	54520800	56298000	56121900	55218500	55809400	58351500	58828200	57664600	12608000	12326800	12399800	11466700	12635400	12115500	11860900	11633900	12816500	11638100	12055400	12129800	12647000	12367500	12152000
P77541	6528270	NA	NA	9250400	5090560	4875630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18658	20402.5	17281.8	24341.5	16261.3	38207	31527.5	11316.6	17266.4	8970.33	3913.18	3002.16	5732.1	763025	1027860	848162	1834530	693810	1275810	1849860	1078850	1603650	1190620	1419800	124293	261118	345437	1028780	1694250	1546660	2156350	249604	335211	346068	301573	297680	275873	NA	NA	1507450	NA	224567	1376490	1657970	1090740	1619880	1483900	1389610	1650840	1500000	1131690	1395820	1557620	1606830	1306630	1316220	1577510
P0A6C1	14962700	16606500	17544800	16564300	14143700	12162600	14878200	16600800	14648800	14165500	16529000	16903400	18229600	16604200	14558700	17490300	70224.2	90713.8	89675.1	80196.4	74610.3	83647.6	92002.9	88776.8	69881.5	115079	104914	112416	101574	4036130	4330140	4623250	4165670	4285280	4290760	4040720	4426570	4201730	3995380	4179600	6662800	5960180	6003070	3855440	4481210	4308400	4085280	5859380	5562610	5678770	5409430	5812220	6051790	5960180	6048790	4308190	5780790	5773030	952217	1013760	954599	1001370	1020140	954226	1041350	977073	875165	1041310	1260360	1297210	1162670	1269530	1266780
P27306	52182700	13353200	14292800	42636500	44970700	46931600	13646300	15480900	14501300	12439300	16583100	13939300	14613700	13670000	13959100	14460700	297561	444352	408515	364218	409445	371113	364345	450377	359779	117776	124002	107200	107274	16770300	17131900	21414800	15519100	21348200	17429000	16757000	21727800	17150700	19202400	21246000	4864460	5987500	5582510	26739500	29577000	27479600	25838300	7874790	7760800	8384790	8315090	7871740	7936790	7600150	7453840	30213000	8052150	7776490	6546170	6646230	7054040	5125080	6960130	6088380	5608730	5314210	7413150	5072480	1882940	2090800	1980450	2044050	1962490
P0ACB7	57960200	51205900	47411800	65058300	51853600	65664600	49301800	46623900	46802400	57176100	45545800	51383800	46320600	45646400	57138400	46253300	274809	200724	206983	257956	244480	243357	218405	164706	261716	137675	204520	108658	229487	12985600	13656800	15096200	12259400	14954900	13700600	13616300	14607400	13626100	14200000	14419700	14469800	13302400	13702100	8867260	8966800	8521910	8820120	6978520	7099430	7256130	6882130	6935050	7125090	6829160	6713080	8755820	7198980	6990090	3941710	3928210	3667470	3868540	3859150	4044170	4233290	4211230	3771880	4061470	2969320	3238830	2973550	3144440	3140900
P0A9U6	2136480	1620340	1160090	2182130	2385100	2674480	1597410	1860020	1674070	1831680	1655980	1516090	1673070	1608220	1586760	1696860	18380.4	22249.4	23441.8	23233.9	26107.6	19820.8	28242.4	26453.9	19147	14024.1	11410	14569.5	12294	7119320	5809050	5364680	5641800	5109810	5371390	4674310	4218870	5802380	5617250	4830320	3338850	3408170	2640810	891360	798458	793542	772753	579508	594847	571110	679922	532192	558142	602362	579258	743623	622585	578025	3840190	3555020	3421570	3436170	3466910	3727020	3484460	3396560	4654530	3919630	2588420	1818650	2521500	2356130	2094380
P28249	45492200	37582300	37931500	48187500	44729400	47818400	37496800	37691300	36814000	40434800	36888000	37857400	38242300	36976200	38236500	38199700	52221.5	41665.4	37331.4	49775.8	42897.6	45725.1	36889.1	32099.1	47129.7	24652	38844.1	19262.8	38189.1	3083690	3260350	3546150	2823530	3831400	3255330	2937880	3985480	3198970	3290780	3368250	2356540	2832460	2752610	3562280	3310580	3204260	3284200	2591670	2470530	2585910	2483620	2562300	2413680	2561240	2481030	3330910	2616320	2572980	1255870	1253860	1204930	1194550	1253840	1296460	1249980	1231730	1288420	1194720	953815	945022	987988	963615	924383
P07813	91048000	103781000	102991000	87181300	81193100	86240600	100664000	102875000	104931000	85995400	108180000	100859000	103688000	103797000	99062600	103474000	295970	250514	216505	278387	267018	268400	247984	250844	288678	224355	359666	199051	348252	23724100	25795500	26674300	21274900	28314800	24444800	23029900	34089000	24245700	26005500	26531500	27223300	33672700	31590200	19759600	19495100	19201000	18411800	22186300	21893200	22420400	21263300	21320300	21629100	21225400	21793200	19859000	22220100	21393700	9327410	8860950	9667520	7969240	9641090	9010380	8165390	8246650	10507700	8471930	10008700	10330100	11323400	10759400	10487800
P0A870	197443000	147563000	142041000	201550000	180405000	221195000	135353000	138256000	142561000	150519000	145691000	163159000	146444000	140440000	164336000	142872000	1543860	1829180	1622970	1738790	1802450	1746940	1955960	1481820	1696660	826427	1208910	859564	1355970	170746000	165906000	171636000	143008000	185162000	165873000	156068000	171648000	162701000	167244000	167827000	112918000	123888000	129650000	59538700	57084000	56677500	54431500	39312500	41411600	39704400	40863500	40396100	41031900	38763700	39048300	59243900	41468700	39483800	20103100	19997900	22051500	17389100	21078800	19504500	17705900	18221500	22763000	18671900	13633000	13471800	13996600	14868800	14331100
P30864	107409000	87677700	82483600	121952000	113259000	80911500	84844600	95511000	93337300	64273600	99618600	92520200	101289000	105253000	81302100	96069700	37348	39345	41241.3	35813.6	41031.3	40303.2	37031.2	37991.8	40440.4	34332.9	38464.9	28748.1	43578.5	1938730	2033430	1984670	2057540	1846600	1852810	1969600	1655930	1964500	2156530	2275210	1234850	1921980	1739270	1851900	1801060	1816390	1773210	1563870	1609530	1687650	1681590	1692860	1714400	1658570	1737230	1989480	1644020	1646340	344616	367351	425382	215868	377466	361037	269353	254492	369726	266283	382170	333778	345834	382867	393424
P0ACE0	24509800	26975400	23667400	16550900	23638300	19665400	25452400	23868900	19968400	20319200	15920300	21554300	23767600	28612200	20456400	23138200	73000	80301	97798	66414	88468.1	70856.2	60000.6	119835	105961	103878	73397.6	96843.1	118166	9070060	9383300	7915960	5540640	12656200	7125500	5129080	10608700	6428610	6815030	6611070	5234580	6768590	6434890	4291940	2626400	2971840	2745760	2755250	2590730	3000850	2957410	3309590	3198950	3876220	4255520	3061330	4122010	3344270	1442770	1285850	1582800	1013200	1375630	1617580	1111990	1135760	1487030	1408100	1154570	1192670	1281690	1412930	1477290
