rowname	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P16659	95978700	96340000	101426000	102809000	91201200	93132300	91742600	82652600	70655600	86681400	82696300	46167700	95725100	83767600	96767100	99925400	101687000	76334200	101229000	94475600	104974000	105397000	95540600	100951000	603478	778656	656432	706424	669558	718525	678573	711313	640385	691687	696811	726207	728998	878218	736324	869278	820085	556718	603561	864640	774647	790962	732986	23921000	26427100	27324100	23084200	27116200	25225500	23248700	28510400	23303200	26047500	25654400	24740000	28876400	30855300	32183700	30216000	30196800	31456700	30197500	27488000	27649300	30383000	31202100	11294800	10849100	10759800	10722900	10815000	11146700	10686400	10585700	10867900	11662700	11813500	11875900	10389200	11689300	11516800	10980700	11662100	11188800	11630300	11599900	11487700	11300200	11969100	11889900	8281570	7668380	7334600	8192410	7990050	6717710	7760100	7207950	7182330	6953570	6634780	8266050	8132210	6993700	8095630	7953960	7959480	8274440	8183300	7898080	7970950	7932260	8016250	8149220
P0ABQ0	19967000	20396300	16895400	18416200	20079400	19429000	21109900	22910900	18372100	20266400	18812000	10198200	20549000	21982100	14743300	14884600	17026700	16498400	15222500	17348900	15674500	15886800	15757700	15631400	115174	127087	130591	109902	124101	118207	107823	148530	134218	125335	139909	111774	87642.4	95032.5	96291.6	101443	82889.9	64536	100622	97088.9	100381	117542	84923.4	4900820	4893760	5394170	4865170	5514450	4803690	4462780	5017310	4593080	4827860	5080680	3779350	4052890	4000880	3667260	3430700	3742190	4328490	4198780	4138330	3668550	3868390	4137710	4913150	4922200	4828660	4685750	4493260	4866750	4814630	4732040	4702040	4641970	3716950	3427890	3640210	3760740	3547940	3422840	3739310	3681620	3519990	3539440	4624840	4874150	3764210	3714770	919290	1107590	1066300	929732	1179080	963200	1147470	1087580	1049390	1048470	1033350	1059860	1179710	992346	898484	887630	835166	845876	840317	895744	881641	850438	872579	928958
P0ADC3	12872200	12661900	14557800	15536700	14229400	14541400	16133900	14292600	10303300	13230400	13619900	6520990	13737200	12891200	14854400	16652200	14606400	12005600	15894700	14085300	15369300	14483400	14059800	15708500	22609.8	23704.8	28963.5	26208.9	28121.3	30090.4	16883.2	25096.9	30013.1	19852.7	28654.9	32668.7	26491.4	42370.1	39803.2	32285.8	37792	23319.2	18370	33601.3	34940.9	30085.3	33795.9	1706490	1800410	1939190	1778940	1719400	1717760	2181620	1813430	1713240	1675350	1859470	2068420	2525960	2479270	2215430	2297350	2324580	2474280	2316940	2445920	2365400	2390860	2456580	1106390	1203600	1086390	1205330	1175220	1052560	1153960	1183740	1170880	1090800	1309330	1281470	1184660	1329590	1294810	1308320	1307740	1216570	1239850	1322660	1016040	1092070	1264830	1275750	690375	492328	465493	586506	347125	512965	559853	481149	560639	594871	510638	468507	473564	490495	592031	662496	619830	565545	695641	529745	559171	647950	686732	761584
P10121	31926200	29847900	28232300	29304800	30018700	29778200	29298600	26769100	23044300	28906100	30995400	30944000	30983600	28190400	28311300	30379200	30342700	26053600	30805300	28892300	30441100	30577100	29371200	28978700	196490	214328	178721	223097	188623	216890	183154	184788	230541	180755	195737	210659	199100	218605	213850	206961	197651	174455	171206	197153	193957	197845	185319	15616800	15782200	16949000	13664700	17045800	16007000	12848500	16403700	15942100	15122000	15230300	16632900	16121700	15832800	14804400	13485000	13765100	15263900	14670900	16270200	15222000	14991400	14158200	7024480	6838320	7181730	7146710	6800260	7142290	6855120	6957430	6779360	7561030	6909660	6881970	6913560	6885880	7139770	6879300	6727650	6858900	6985340	6858860	6888750	7075620	6993730	7094170	2184150	2403760	2353570	2270310	2333800	2297060	2359900	2357040	2343410	2392030	2354480	2225580	2367680	2311530	2274220	2189520	2252170	2165890	2221580	2232150	2169860	2214730	2252690	2236920
Q46871	16444700	16263300	11916700	16352800	10878600	13560000	21015500	16846100	10611200	16690100	18969300	20876700	17932500	16756500	12472700	14838700	17076600	13219100	22179600	17038500	21368900	15068800	11969900	22576600	97410	104562	119263	106748	108529	98884.2	74361.5	108323	134485	80778.8	118641	93680.4	50437.9	114160	104836	121519	94627.2	89614.9	90663.7	74805.5	98113.1	86727	88776.7	9553130	8841450	9939990	17411700	10653600	10890400	15303000	7913730	12185600	12210300	11149300	10465700	12006300	12960000	11321100	13021300	12086200	11844800	11326700	12188100	9634620	8589440	11668900	3857860	5263140	4461600	5912440	6080600	4086060	6106370	6285480	5862250	3807860	5632330	6083150	7625080	5493960	5429190	6336240	5919010	5517500	5238320	4486700	5477560	5269620	4541580	5259320	2841120	2723620	2837280	2301520	2491570	3141040	2899980	2858840	3267190	3273350	3055780	2297100	1998990	3412810	2654860	3242380	3059890	3067020	2567990	2845430	2691780	3122280	2674150	3127310
P76541	19585600	20705500	11528400	14089000	19972500	21789400	21353000	20330200	18067700	21994000	19286100	24358300	20629800	17908800	12297900	16522300	16423000	16648800	16413000	16175400	16461200	14994700	13645700	15929700	93966.2	34032.5	91478.9	68374.1	77457.4	83623.9	63372.3	69750.7	81563.7	112723	84332.8	74770.4	45033.8	53260	66865	43840.6	51038.4	24847.7	44017.1	44807	43374.3	36963.9	29005.7	4270540	4214770	5014960	4026200	5837070	4127860	3197580	5295110	3513090	3790240	4125800	2874980	3481410	3170880	3027270	2745430	3026230	3228990	3526180	3409500	3044770	2909420	2613670	2203990	1956250	2000520	2054680	1941550	2378960	1985980	2016050	1900500	2118060	1528750	1537980	1581320	1464850	1589810	1604540	1456010	1584180	1545580	1514510	2097600	2182080	1506870	1382260	928048	1378920	1447510	1042150	1411900	1253150	1372530	1373330	1412420	1408780	1282090	1322540	1394150	1277320	918586	773527	1021150	858403	1029990	848166	999822	906942	896113	959674
P60293	37545400	38378300	32097900	35592900	35894200	36774900	37786900	33038800	27956300	36065800	36343300	19400200	37769500	34876800	32405800	34290700	34829200	29443600	38058000	33981700	37679600	35611600	31263400	37013200	34225.6	42319.5	43198.9	41468.2	34557.5	47243.1	30250.9	45975.9	41492.9	30914.9	40769	40439.3	35586.2	41724.9	36435.9	44235.1	45170	36079.3	30180	44921.7	41680.8	35206	32588.7	2563400	2667390	2799300	2639830	2772680	2617220	2668430	2729280	2569230	2744070	2811710	2477400	2583140	2837890	2663050	2801710	2874630	2678530	2706060	2554860	2358600	2544210	2738090	2190050	2203650	2190150	2310650	2167290	2272170	2240910	2175460	2185990	2200910	2137040	2110050	2242040	2086260	2087370	2144460	2140880	2030640	2105180	2105290	2146630	2234060	2139800	2012210	754011	793345	731840	765594	755684	671547	707155	639909	740178	644878	643929	747350	818236	666752	776495	877304	795732	802851	746263	780895	788378	814566	760568	793100
P77674	30935700	33225800	2509500	3761120	21882300	28161500	66112000	30263600	24737900	29083700	33507000	24387700	30666300	33493100	2979870	3909880	3422300	4551680	4734910	3821070	3040820	2802110	3956510	3830540	189376	179651	204806	207385	253214	188063	164552	297435	284537	148553	194159	169687	16557	24573	21282.7	24149.7	29300.1	21231.1	22476.8	20178.4	18361.9	21754.6	18022	6514660	6441280	8358000	11116000	5282640	6661540	13041200	6702610	8437980	7674720	8374520	912753	1088340	1035990	1262420	1248760	1014110	1012730	1027560	1016530	828214	659140	1013460	19588700	27894600	21129000	25240200	25357800	19452400	26222100	33042800	29240600	19948500	2842470	3150070	2362050	2902300	3189600	2726990	2740970	2797390	2391050	2396550	19239100	21122600	2462060	2923750	320604	2116120	2378800	338769	1893720	3048560	2834580	2197540	3749130	3231480	3066200	2272660	2308080	2600910	386434	298228	412408	315982	372812	299530	348753	324522	292519	344455
P33232	190344000	210635000	136340000	142719000	215555000	217456000	227914000	208875000	193496000	243273000	195532000	126594000	218842000	218334000	128074000	131848000	144729000	126312000	164555000	169191000	150156000	142135000	156598000	144782000	145188	183218	167505	167884	155773	187897	126027	173330	200692	185600	174792	146648	98705.7	80273.5	88125.5	108766	106123	84103.7	106896	80205.4	93285.5	118863	79109.6	6514760	7565560	9488220	7503820	9026420	7331770	6905660	8759730	7662340	7879920	8220940	5617120	6123660	6606050	5169960	5303450	6112510	5896680	6047020	6082970	5041720	5325540	5658410	4633540	5582580	4814230	5632760	4802490	4563190	5236500	5462820	5444220	4472940	3398730	3289740	3084240	3367550	3385080	3370690	3453460	3228330	3160740	2933200	4668610	5199180	2998040	3165850	5776220	8750100	8841980	5532900	8691060	9353810	9112590	8358040	9180990	8581500	8092040	8662770	8309240	7942860	5660480	6150480	5669450	6494280	5585190	5931740	5940520	6130840	5533400	6477680
P0A9W3	84921100	85365000	74653800	75012400	90468500	81641000	98711000	89705300	87769200	94009600	83677000	72523400	88899500	95029700	73251300	71116000	71859800	81331700	76225400	81741900	75893100	73434700	82369900	75026200	833435	943824	951811	993368	966184	1069280	989425	1017160	1152020	1011530	980376	960945	744699	835504	780905	849462	792559	670868	788247	715647	846362	811432	775131	45531300	49811500	51149600	43093900	46592000	46170400	46471800	51409400	48653100	45268800	47590700	36322700	40051000	41396600	41428600	41586600	42998600	42281600	42188400	37945400	35668800	40168500	40545100	25897300	26040400	25529100	25662800	25917500	26261500	26858800	26837200	26401200	26993400	21217200	21139100	19001700	20488800	20820400	20552900	21285100	21528800	20025100	19870200	25412700	24755400	20536400	21744800	5740410	7537790	7537250	5694310	7060460	8008210	7331660	7651450	7960220	8188500	7996610	7306670	7596780	7757310	5810260	5571680	6152720	5822470	5790050	5752630	5703280	5876980	5740910	6080520
P45955	21354600	16803700	20559000	16390200	26664800	19028900	18105700	22956500	34543400	25272900	20938300	25680300	21514800	22053000	22606800	24476900	20612700	25932000	19757800	22139300	20753500	19506900	22195200	21333500	131232	159210	155426	137121	125489	135395	153309	135028	145151	132576	136190	195638	103341	156511	141717	156043	156780	116818	90742.5	147432	156360	148125	127542	25663500	21834600	16685700	25697900	16707300	20946100	21070000	14522300	22962500	19754100	17297400	12471900	11263700	12821000	11059000	12167100	8395290	11558300	12644300	12931800	9550380	9513440	10725000	7640600	6326930	9072620	6541550	6786490	7645580	6612200	6812720	7395880	7476870	6271920	6765290	6977260	6122820	7117400	7432290	6626550	6599610	6888330	6313500	6833290	6738490	6565820	6963920	1326040	1488460	1484440	1514090	1505720	1484930	1603060	1700410	1499770	1455840	1403140	1532890	1828830	1566070	1858830	1358550	1356690	1845720	1361060	1708520	1993410	1827440	1748030	1645270
P29131	7659770	7639350	9013040	7850300	9827860	7753690	7902610	9847730	12169000	10069300	7528330	7482430	8603780	9098090	9335970	8837750	8303500	10735700	7968930	9239650	8278100	8898410	10132800	8912240	111460	56519.4	116070	79520	118235	111447	73244.2	97668.6	69600.5	80233.8	118626	103638	37302.2	106755	132734	106567	116265	70289.1	72697.8	104692	68269.3	85551.3	86718.8	9240470	9683800	9527180	6926330	9194420	9221800	7993770	10183900	9720580	9748440	9242080	8837520	8059330	8651300	7750610	8750280	9908260	9594130	9412760	9972740	8778530	8582310	7851560	3026650	2626300	2839080	2552200	2572660	2825560	2631030	2592530	2645720	2886560	2659280	2564270	2665850	2613040	2601200	2768400	2617380	2572750	2727720	2712230	2620840	2645090	2648280	2617700	1233990	1439760	1352430	1256510	1365620	1272170	1359320	1438480	1309500	1384000	1359650	1431340	1457040	1314360	1299040	1357090	1307590	1289240	1270550	1311430	1286590	1302250	1324290	1289280
P15639	97824800	107677000	102975000	114227000	83818500	104024000	104179000	81863800	67081500	80028300	104317000	50144100	107282000	88133400	109661000	116679000	117826000	101143000	125952000	104103000	123213000	125304000	99533300	120988000	663079	589498	694180	446118	703021	666652	489446	640634	576957	463932	685883	557727	557042	808578	846155	923052	876529	552083	430402	927233	772945	621973	681641	29523800	30674500	37873900	33890700	33847300	34874800	36708800	33987800	33820200	36024100	39583600	40850300	46794700	48589600	54463000	50910200	51217500	51613100	51446100	44835200	42280900	51858300	54716900	25074800	32031700	28429800	31140000	29670900	25792600	31593000	29212900	30007800	25285900	34667800	35156000	31292800	35226700	35268000	33868800	34864100	34158800	35495300	35623300	28971800	31123600	35078800	35256400	16581700	12659300	13194400	15904200	13082100	11881400	14396500	12283100	14017400	11945400	11937600	13564400	11767600	11209300	16238200	15648300	16267500	16281700	16243100	15593000	15588900	16084900	16161900	15925400
P09832	151305000	165924000	416336000	381212000	165663000	155143000	149997000	178870000	169422000	177954000	130227000	106547000	160520000	181671000	417748000	378263000	408980000	456206000	382023000	443244000	358559000	380645000	489231000	354975000	629490	676444	610076	617875	652736	710086	645148	628937	684045	715828	744051	670658	1385880	1487530	1709770	1642240	1555440	1306120	1155110	1690490	1695320	1743150	1527510	55893300	53665200	67983400	41752700	59830000	62328800	52925900	61827400	57489700	60979400	59702600	130882000	135955000	152881000	157295000	143660000	146376000	155658000	152764000	143915000	135282000	165913000	168818000	35679100	37374300	35054000	38333000	37571100	36300600	38174700	33052700	34937500	34476500	94746000	92774500	93587100	93789000	92195000	92029000	92678000	96688600	93036200	92364400	39645600	39464900	97146800	95386500	21797000	10386200	9717640	22340000	9215600	9051740	9847750	9118430	9110890	9240890	9373080	9656140	8559770	9259860	22317300	22773000	22298800	23726400	23033600	22348900	21463900	22805600	22863200	21438200
P31224	28462400	29381200	31973800	33449900	28596300	29744500	34114400	31361700	26841800	31900300	27819500	12856300	30618300	30587500	31709400	31978600	31614500	32505700	32942200	32698100	32166600	31684000	32672800	31379700	108180	108686	117482	111333	140006	139068	84633.7	132101	139044	112514	158444	137876	59562.1	112286	141397	106302	149086	51273.4	73224.7	129753	134192	88081.2	113587	6363300	7199090	7415070	7796000	7013540	6945380	7889540	8326360	7580590	7012000	7867600	6270350	9211200	8118130	9856250	9171440	9242580	8912920	8633830	7376000	7728270	8632130	9442890	5722620	6152320	5775990	5911380	6106860	5116940	5911070	6008220	6037370	5668900	6245390	6206960	4790000	5945940	5791640	5269140	5764460	5610110	5348390	5711770	5788320	5451140	6018140	5936400	2159970	1793790	1772470	2029080	1649570	1534840	1947920	1754690	1949370	1758830	1746030	1912080	1859940	1668120	2116480	1849220	2031240	2142460	2201770	1986740	1988790	2083080	2050170	2171110
P0A8Y5	9766660	8510140	17164700	16014400	9659190	9593180	10842400	11317900	11967700	10513000	8757700	8841580	9849910	11222400	18433100	16819600	17268600	19017700	16239300	17373200	15797700	16106400	18517500	15342900	155145	155241	120197	154318	124010	136895	120583	139278	149806	106711	124820	117255	192176	245698	233452	248307	256669	157614	222156	222898	205017	212455	229634	4195620	4501440	5190620	4887270	5131010	4909360	4330130	4822340	4719730	4634740	5046470	7989580	7876600	8436340	8824820	8190830	8560630	8355010	8298660	8010200	7516100	8286590	8453820	3453070	3445920	3402220	3546820	3510020	3516610	3400640	3721930	3347850	3369260	5515780	5642750	5424600	5594510	5483570	5449720	5164960	5253450	5219590	5478600	3275010	3352270	5527170	5461570	2058390	1256230	1221760	2009840	1101280	1233510	1207040	1110180	1159240	1191230	1249520	1133860	1133200	1195810	2025090	2059610	2056920	1958640	2091520	1951730	1954930	2016880	2003080	1996520
P02924	13980700	13450000	4991010	4711920	20220500	15972400	15041800	18250500	27616500	18873000	15532700	20814600	15563400	16721400	6086050	7312180	10304600	6045310	7476370	2908730	6329420	5546370	5378950	5120080	94230.4	63565.8	74451.3	39510.1	78335.5	72247.6	37256.6	63530.9	65318	41948.6	70213.4	90593.7	NA	13908.4	11119.4	12934.1	12193	9539.11	7624.62	6341.95	9500.55	9210.06	8402.75	5823440	5038750	4590640	4430520	6095470	5057360	4850920	4355450	5048040	4701420	4522340	491640	484656	354133	639182	539013	455867	517413	599947	564142	428750	364500	569053	2312730	2413890	2558480	2353520	2129710	2532830	2111310	2118960	2339940	2324820	327287	362679	221055	351743	404951	369463	406382	362581	262484	335692	2073840	2251370	281397	365483	NA	648294	824176	NA	743009	886972	822170	730691	695960	712496	847329	698651	904868	704727	NA	NA	NA	NA	NA	NA	258496	293013	NA	NA
P50456	5966180	5503580	6112740	5902140	6600460	5876070	6922700	6368800	6133960	6156630	5235830	2693170	6478450	5988280	6609880	5331610	5762330	5554590	5520620	6259560	5776950	6434870	6595490	5681520	20882.6	23719	27890.6	13612.8	16582	18575.4	21471.8	28135.9	21942.8	17508.2	20760.8	20798.1	13678.4	20923.9	24476.8	26425	24767.4	14323.7	14616.9	18949.3	25428.6	22306.3	24588.6	2029990	2163280	2105780	2498290	2012180	1769050	2491960	1503290	1726050	2165640	2069110	1460690	1578420	2031600	2007910	1636470	2088280	2063320	2095860	1862240	1920830	1946880	2184230	1347210	1302830	1229300	1235800	1341470	1249260	1292110	1370090	1277720	1232950	1210940	1291540	1173910	1157400	1332660	1319800	1380020	1294830	1359570	1329680	1320590	1318450	1243310	1163660	446507	412626	405952	473538	389262	287905	436937	416616	429436	371783	396740	425072	411058	406316	413966	496113	385959	375109	368241	462612	431872	437995	448203	429704
