rowname	20230516_EPL1_LiSc_SA_S610_RT_25_s2	20230516_EPL1_LiSc_SA_S610_RT_26_s9	20230516_EPL1_LiSc_SA_S610_RT_29_s24	20230516_EPL1_LiSc_SA_S610_RT_33_s44	20230516_EPL1_LiSc_SA_S610_RT_35_s51	20230516_EPL1_LiSc_SA_S610_RT_36_s56	20230516_EPL1_LiSc_SA_S610_RT_38_s68	20230516_EPL1_LiSc_SA_S610_RT_39_s72	20230516_EPL1_LiSc_SA_S610_RT_41_s81	20230516_EPL1_LiSc_SA_S610_RT_42_s89	20230516_EPL1_LiSc_SA_S610_RT_43_s92	20230516_EPL1_LiSc_SA_S610_RT_44_s96	20230516_EPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EPL1_LiSc_SA_S610_RT_48_QC4_LabD
P0A9B2	319045000	368851000	374004000	355751000	838582000	794927000	816688000	837111000	895504000	850068000	904631000	887604000	396073000	853501000	905685000
P0A8I8	1902360	1789900	1674130	1556400	1810060	1739110	1817590	1874130	1752310	1628560	1747120	1843450	1710860	1819120	1849360
P0A8T7	50597300	52223200	52626100	52241400	58809800	56968000	59226600	54694300	56436900	55150400	55591200	57518400	53455500	59263300	60548500
P0A794	8828620	8617660	8456040	7535390	7641030	7500360	7814980	7248640	7908310	7640740	7956130	7818380	8720470	7743010	7336160
P0A7J3	234432000	236851000	237622000	207963000	313263000	348586000	308690000	351687000	296041000	335687000	337717000	313957000	240931000	304060000	324644000
P00935	11235200	10865500	9763770	10454500	10364900	10046200	9817200	10649000	10496500	10301000	10723200	11000800	10326700	11202000	10016600
P0ACF4	155989000	153488000	159962000	162250000	116613000	119700000	117824000	127334000	137560000	118982000	137610000	124992000	156763000	120496000	125535000
P0AG84	15099000	19403100	21641900	24852700	11729100	11211700	11195500	10846600	11971200	11939200	10474500	10166800	18255600	9592440	11604300
P0A9M8	35409800	37991600	37945000	37632500	22447800	21813900	22622100	23852800	25466700	23946800	28269900	29672800	39399500	29332200	27198100
P0A9Q7	29191500	40333100	43403800	44279900	190806000	182125000	179571000	199621000	219808000	207300000	231605000	233298000	41023800	231789000	229520000
P67087	3493610	2845750	2804610	2764720	2802540	2818910	2841310	2781130	2798870	2843120	2835930	2659340	3008550	2764210	2744810
P0AEJ2	3075850	7668630	6727150	7546010	8278020	9226300	8193220	8328350	10626000	10041100	12365100	8466490	6945620	7599030	9850620
P08142	15962400	15741500	15686100	14846100	15199600	15046600	15553600	14623700	14837800	14683200	13566300	13894700	16312800	14340300	14787900
P76576	6072600	5557150	5608920	5312460	5995500	5778940	5948110	6015050	5827820	5852360	6007210	5804320	5485810	5776030	5935200
P0AET8	12921700	13799600	14285600	13723400	11324800	11195700	11130000	11792600	12374300	12446800	12091000	12268700	13973100	11236700	11272800
P0AFI5	532295	544493	568147	499126	776434	753584	841127	736718	741111	717841	780061	841651	588082	798532	766891
P25888	929884	948092	974689	961645	3712400	3818420	3688210	3864680	3471790	3549330	3123500	2970750	956095	3482190	3976760
P16659	15970300	15268300	15085900	15191400	16651300	16571700	16371200	16426800	16377600	16119300	16376600	16573300	15755700	17056700	17129100
P0ABQ0	3958860	3951200	3685130	3848880	3046720	2864470	3042290	2850790	2971310	3020820	2949690	2831230	3913460	3040310	3067180
P0ADC3	1604080	1738810	1708150	1692250	1855370	1846920	1911790	1862330	1862480	1798860	1771120	1859250	1626490	1810060	1830440
P10121	39571300	38372000	37934000	36769800	39044800	38641400	37989700	39709200	37660800	38251700	37963000	38427800	39450600	38901100	39260000
Q46871	4906990	6485310	7051880	6916530	6806820	7346820	6682840	6336690	7099280	7025060	6271180	5406780	6360030	5473600	6471060
P76541	1610490	1483640	1391760	1441900	1209980	1119540	1087760	1177800	1077600	1184360	1218530	1155450	1613610	1163280	1070290
P60293	2078280	2054350	2032190	2133070	1994710	1984120	1974150	1917570	1995310	1917100	1934100	1965050	2073860	1996080	1861890
P77674	13936600	19384500	17539800	20405600	2469700	2440370	2427400	2597270	2206830	2213900	2165970	1936290	14872600	1996150	2434130
P33232	4720600	5580860	4938810	5554040	3534870	3479720	3365470	3426380	3510080	3394600	3311830	3220810	5261820	3147540	3235160
P08337	493059	543932	522956	519881	717196	728298	652924	733528	623650	580126	611821	613959	538697	646729	668237
P0A9W3	25455000	25100300	25270000	25856300	20686000	20732200	20210300	20119500	20392600	20668800	19136500	19380200	24275600	19844500	21038400
P45955	7634860	6355670	6751040	7566900	6530210	6715760	6355830	7186340	6893560	6617080	7297340	6489400	6736390	6666830	7136180
P29131	4273270	3621450	3642710	3711790	3734120	3671800	3667340	3708290	3650420	3544330	3932280	3806150	3744690	3732470	3720210
P15639	25664800	31420700	29677400	29648400	34245700	33999300	34086400	34403700	33850900	33492100	34851400	34786500	30681100	34626200	33993600
P09832	30172400	32176900	31605400	29349700	78212600	76917600	77373800	74636200	77427700	80130900	76995900	76457000	32793600	79632000	77601900
P31224	6736310	7231290	6976340	6848100	7193430	7058460	6898630	6734710	6701370	6689960	6223600	6634240	6332770	6893890	6903620
P0A8Y5	6137740	6026100	6117700	5894880	9344990	9678210	9683000	9228010	8771880	9164850	8994090	9438300	6171550	9573600	9384830
P02924	3240830	3385740	2938670	3276460	629246	591228	567557	759633	637081	618772	462592	554982	3163680	477915	644584
P50456	1351920	1344010	1429380	1323450	1279210	1342570	1181990	1353370	1390920	1291170	1389120	1341370	1379770	1284600	1180270
P0ADC1	7370220	6154610	6292280	7163060	5040020	5207180	5120630	5019800	5252800	4868670	4995260	5366180	6840870	5431240	5561900
P09152	3000500	2424810	2996970	2442400	5364350	4569170	5288150	5716840	6536240	6598900	7476260	8412480	2559980	8463490	6697460
P0A7J7	155991000	161757000	164689000	145562000	206522000	225272000	208048000	223940000	208649000	226601000	216967000	209167000	159269000	215472000	222409000
P0A6Y8	198195000	212485000	229127000	224241000	220760000	234899000	209944000	227199000	229585000	232832000	239923000	225840000	230479000	230293000	241635000
P0ACQ4	6049560	6098060	6032710	6053990	6277770	6205640	6259870	6083190	6487970	6256660	6179180	6283660	5936300	6194180	6039790
P32053	882626	876851	936464	897976	1068610	1029510	1180170	958129	1000080	1017650	1046540	1056980	905092	1041330	1042020
P08839	20623000	25071700	25540800	26254300	78082800	76394400	74829900	78689200	83648100	76438700	81721500	79256600	25150200	80127700	82068600
P0ADG4	15026500	15150500	14918900	14450800	22344500	21018400	22911100	22175500	22122600	21081300	20281700	20676100	16363900	21098900	21923800
P21165	23575400	23431600	24082800	23472100	20298200	19827700	19632100	20067600	21516700	20168700	20284100	20939300	25877500	20614900	21417400
P0A867	31379000	41817600	46182000	46917700	43742600	42234000	42240700	43154300	47683500	46459000	41568600	40713000	40279000	37323700	42194900
P0A9F6	1522490	1458720	1525680	1581950	1239330	1169630	1276710	1226390	1287340	1234860	1279280	1319350	1528380	1273900	1202360
Q59385	3457450	3051800	2529800	2610500	2113520	2231900	1845800	2621030	2321830	2310570	3141980	2382150	2859720	2426060	2571740
P36683	165058000	191488000	162650000	150346000	66411900	67351500	67389000	62301200	57640900	60564500	59910100	60201600	181175000	66842200	63740200
P00961	57313900	57101300	55435100	56776200	56887800	57852900	57600200	54520800	56298000	56121900	55218500	55809400	58351500	58828200	57664600
P77541	1028780	1694250	1546660	2156350	249604	335211	346068	301573	297680	275873	NA	NA	1507450	NA	224567
P0A6C1	3855440	4481210	4308400	4085280	5859380	5562610	5678770	5409430	5812220	6051790	5960180	6048790	4308190	5780790	5773030
P27306	26739500	29577000	27479600	25838300	7874790	7760800	8384790	8315090	7871740	7936790	7600150	7453840	30213000	8052150	7776490
P0ACB7	8867260	8966800	8521910	8820120	6978520	7099430	7256130	6882130	6935050	7125090	6829160	6713080	8755820	7198980	6990090
P0A9U6	891360	798458	793542	772753	579508	594847	571110	679922	532192	558142	602362	579258	743623	622585	578025
P28249	3562280	3310580	3204260	3284200	2591670	2470530	2585910	2483620	2562300	2413680	2561240	2481030	3330910	2616320	2572980
P07813	19759600	19495100	19201000	18411800	22186300	21893200	22420400	21263300	21320300	21629100	21225400	21793200	19859000	22220100	21393700
P0A870	59538700	57084000	56677500	54431500	39312500	41411600	39704400	40863500	40396100	41031900	38763700	39048300	59243900	41468700	39483800
P30864	1851900	1801060	1816390	1773210	1563870	1609530	1687650	1681590	1692860	1714400	1658570	1737230	1989480	1644020	1646340
P0ACE0	4291940	2626400	2971840	2745760	2755250	2590730	3000850	2957410	3309590	3198950	3876220	4255520	3061330	4122010	3344270
P0A8R9	1973050	1987270	1958920	1854790	2347180	2300140	2403830	2331900	2334030	2226720	2199050	2284370	2037890	2124810	2276310
P21513	13198600	13208200	12727200	12651800	13473500	13779700	13267100	12928300	13048700	13127100	12900800	13348800	13060900	13895000	13743100
P77171	3116590	4175920	3154890	3378490	1441570	1450880	1515580	1555660	1276600	1399020	1475880	1262060	3710920	1450720	1412510
P76116	32177100	56415000	55030900	53254700	54948300	58896400	50640700	53658000	63583500	56783900	65411100	49712700	51430700	41003500	55791800
P00934	62798700	63895000	66169400	67340000	46897100	47507800	46537400	45546500	47553100	46048500	48341700	45398500	57889800	48159200	49079000
P0ABC7	17847300	18345500	18765000	19831200	18546600	18561400	17908800	17952200	17929700	17195800	17306100	17525000	18367900	18038100	17958300
P77649	5452450	6295760	5787420	5980590	5134480	4774660	5011960	4818940	5223870	4833080	4440290	4422410	5190080	4599320	4654070
P0ABA4	21077800	23939900	23102900	21101100	18004600	17700700	16458200	19325800	17956900	19659500	19257500	18140800	24656300	17282300	18052700
P77748	5638280	5709610	5593260	5133340	6892340	6450690	6857220	6428920	6481780	6519880	6257410	7012170	5915860	7220190	6638120
P0ABJ1	41957200	45969600	40256600	38082900	26102100	25885100	28157700	24203600	24777900	26175300	24078100	22654700	39098100	24111200	24455300
P65870	2179820	2285070	2244170	1804060	3063060	3114240	3132870	3058420	2695150	3040230	2795780	2826340	1997010	2724060	2909230
P0A9J0	21233200	24969800	24410400	23113200	34242000	33582000	34291200	32887800	35845900	34336100	33979100	34777500	24281300	32088200	32733500
P0AD59	17462100	21711800	21561700	23142800	11076900	12356600	10060200	12767800	13246600	12745200	13014800	12598300	20119200	11992600	12252600
P39451	430900	838263	645705	714226	380336	359818	454203	359319	291044	305190	262070	247509	638161	256554	296439
P05041	1567380	1504900	1545720	1492100	1885220	1859160	1826200	1843620	1949600	1898300	1828960	1785070	1643400	1890350	1848270
P00888	20804400	28108400	27188300	26517700	17281100	16060100	17904500	16576800	14239800	13754200	15422600	16650600	30090100	19571200	16638000
P0ABE2	6868620	8293660	8161700	7891950	9871850	10554500	9780990	11449700	10753000	11233600	10638000	10430300	8180710	10266600	9936000
P0AC02	31996100	32377300	32093200	34321900	28145900	28876400	28381100	28141600	26491400	26369400	27330400	27591100	33031600	28887300	29682400
P24182	18838100	21423600	20109900	20638200	23987100	24210200	24161600	23528500	23900000	23641700	23523100	23641600	22134500	23767300	23314300
P33650	3053450	4513880	9677280	6574570	8682900	9817130	7535480	7719250	7826120	6240760	7068850	8250920	5559960	6832810	7722700
P0A7L0	148557000	150085000	144892000	136203000	195686000	200646000	192302000	189317000	187545000	190264000	193340000	187611000	150600000	201614000	200292000
P63284	26991500	24406000	27196000	27255800	22430300	22860300	20910900	23479400	24615800	23762600	25251600	25674500	26117800	25500500	24841600
P31455	2536000	2311070	2270640	2359720	2169140	2182600	2177040	2102940	2105160	2028960	2202100	2195060	2510790	2180510	2163330
Q46893	2472310	2413340	2215020	2244430	2093420	2021970	2008900	2119980	2038210	2116700	2153280	2103010	2251820	2199850	2131030
P11454	3296450	5593200	6330100	6130830	7193230	7812790	7094640	6923950	8435930	7503180	8889760	6767820	5669390	5523780	7489630
P13482	14560500	17297500	16849000	18950100	8217010	8790010	8236390	8974820	8529130	8581560	8407790	7726590	15347600	8022680	8593720
P0A6Z3	29474500	27978600	28271500	28870800	26005500	25783800	24813400	25645600	27542900	26532400	27090700	26949500	28490500	27036100	27722500
P0AAX8	18136200	17129600	16850400	16675400	16524900	16421500	15488300	16706600	16652500	15782500	16505200	16682300	17903400	17077000	18203700
P31677	6881570	8831660	9148400	9519250	8373610	8394030	8212050	8493200	8813800	8849720	8046960	8117630	8104680	7537450	8051360
P26616	10352600	9901400	9645620	9054920	6569000	6604210	6670040	6658060	6563000	6436840	6494930	6536780	9924800	6364110	6308310
P24193	2162790	1693300	1766490	1742990	1958410	1987960	2142970	2108540	2090600	1945230	2423540	2590400	1951490	2483480	2046470
P00634	2101690	2700690	2571590	2643300	1944720	1884460	1835750	1896760	1943380	1806590	1999580	1806980	2469670	1869950	1904310
P0AGB0	4737820	5019770	4798560	4678230	7195370	6957610	7482040	6906630	7268930	7325160	7006790	6994600	4916530	6398100	6764030
P0AC41	98191200	100396000	84883400	78172500	20957900	21849300	21675800	20726400	18919300	20330100	16899700	15722800	97890200	17385500	19802300
P77475	4347530	4945400	4746710	4317460	4856960	4624070	5199890	4775620	4212380	4627980	4516830	4755830	4464180	4614750	4565960
P21151	6185560	7471840	5613210	6644290	909625	870339	937598	1078890	915590	952999	537925	505531	5986640	465531	1049300
P0AD27	2119570	2128890	2128770	1990310	1586400	1585060	1602540	1550730	1663660	1604320	1571070	1536460	2028020	1636070	1644610
P0AAA1	8733790	7668000	8011230	8104180	13220200	13101500	14343900	13482600	13076600	13291900	13142500	14083600	7254190	13803300	12822200
P0A7D7	89834200	104667000	98494600	88459900	79636700	78742300	85828800	80194700	81147800	87549800	86976000	85784800	100778000	84239200	86420300
P36680	5471400	5527770	5625850	5466920	6220730	5464160	5550460	5706940	5771520	5721440	5919990	5892800	5486430	5819270	5817050
P0A8V0	2051060	2088390	1998880	1886010	2264870	2109150	2230570	2135230	2159180	2187070	2068720	2132380	1935070	2004550	2222160
P0AFA7	1167940	1226410	1264040	1173460	1025470	913129	940143	994613	946155	908523	642028	1027170	811689	1006870	1019530
P0A6P9	135744000	161328000	158277000	156833000	279822000	291047000	266407000	297397000	292156000	301931000	314197000	312852000	165516000	313165000	310402000
P0A9T0	155654000	147563000	149906000	139732000	273395000	267612000	272036000	273158000	275031000	277524000	284543000	281786000	157224000	283179000	274126000
P0AFL6	1961040	2204940	2138120	1926640	2279190	2249220	2337130	2305660	2322300	2355740	2323840	2274660	2059870	2226900	2105880
P33218	2071670	2050730	1985780	1859460	1650090	1632390	1510230	1578320	1494210	1548330	1613260	1631470	2029600	1633320	1705990
P00960	21748000	21780800	21146700	20026800	22532400	22669100	22773000	22685700	23563500	22534700	22236500	23124300	22591000	22892100	21789500
P00363	20410800	15013700	14974300	14518300	13560800	14127200	14951500	14995100	14769200	14245700	16980200	17602200	16665400	19034700	15841000
P0ACD4	26758600	27393900	25632900	28983800	26592400	26344000	25048600	29026600	25375600	25279900	26063800	24526100	25107100	26971500	26343500
P39298	794413	803448	825858	835092	782433	853265	794890	832296	850820	852855	827291	779265	836976	781734	867779
P0A6L0	19787800	20880200	21219400	19772000	22144800	22144200	22189400	23808700	23028400	23489700	24853500	23736900	21510900	23740800	22873900
P25526	10940900	14834200	12636100	13929400	5383090	5432040	5384980	5312910	5396500	5621790	4472270	4214740	13024600	4338000	5586570
P0A877	15700600	18270600	17921700	17295600	18228700	18923700	19789300	19123100	17213800	18217700	18448800	17485800	18004200	19458700	17499000
P21517	2219180	2735810	2447600	2389540	2654310	2568000	2676030	2602660	2656270	2633120	2496780	2493190	2379690	2517230	2616180
P05194	5920270	5246860	5354000	5308960	5321630	5480170	5182210	5098690	5153430	5298160	5323170	5396570	5459440	5286480	5131580
P41407	4961380	4182650	4492790	4428000	4407770	4571290	4318410	4443320	4426820	4489940	4511340	4500480	4957910	4410460	4421840
P02413	101249000	101262000	100500000	89170000	144181000	140350000	148573000	137491000	136804000	135695000	135480000	136942000	104710000	138966000	145153000
P0A8X0	18684200	20697600	22550800	20221600	22501600	24191100	21186000	25467300	23336800	24693500	25068600	21909200	21031500	22975000	24064100
P30958	4245330	4215800	4239640	4189290	4137260	4049060	4241020	3909200	4008230	3938820	3947840	4085940	4334260	4194880	4109890
P45527	282142	206165	315190	269125	465776	492538	469665	484828	576224	531271	637344	673273	295254	661019	574173
P0ACM9	246686	264305	251806	263766	250163	186700	176293	223171	198820	197519	215220	214955	273785	218659	235160
P00448	37275500	47635700	46243100	53867900	26672400	27347700	21127700	23492300	24037100	27411000	25763700	19844200	41653200	26243800	26557700
P08200	286226000	334257000	287618000	271985000	205478000	208711000	214986000	207402000	205491000	211613000	211102000	193870000	323404000	200728000	198997000
P37757	1372640	1262350	1242870	1287670	1197830	1152370	1144550	1150510	1129710	1175570	1066130	1070920	1268380	1220640	1042480
P09831	52012700	56682600	56786700	51257300	140490000	134657000	140729000	126203000	132636000	133672000	129301000	137727000	59593100	140838000	133571000
P00490	5306580	6703610	6543690	6506460	9669720	9380450	9509240	9696230	10300300	10407900	10380800	10275000	6434590	10190300	10040000
P28304	8771250	9278660	10156400	10558400	7118750	7075330	6855790	7453330	7430850	7578370	7309140	7453760	9043220	7407850	6854090
P00582	7472620	8150210	7878950	7820370	7197020	7327100	7293080	6903010	6999090	6904960	6903630	7039420	7763270	7417770	7140420
P11446	13861500	12588500	12675400	11275700	15099500	15185000	15280000	15657000	15739000	15626400	16390700	15905900	13159400	16141800	15136000
P08312	16206000	14898900	14731400	14642100	17748900	17417000	16636800	17445400	17191800	17731300	17690000	17980600	14817400	17592900	17799900
P0AFT2	3910410	4036060	4108790	4431790	3524200	3557070	3036230	3332410	3392270	3105100	3073990	3671820	3291010	3694730	3674530
P37440	8368590	7357890	6672240	6081440	1645440	1660760	1607520	1801810	1564100	1735570	1696020	1662610	7751370	1948160	1917000
P76536	7425590	7422340	7193730	6935610	10342800	10056600	10255200	10292700	10588200	10480800	11103600	11586600	7822470	10891700	10385300
P31992	6221260	9618370	7782420	10055100	7570500	8142150	7083580	8491210	8291870	8257600	8497700	8181630	9542460	8099620	7857130
P0A9K3	9756310	10038900	10130600	9854860	10403700	11106900	10209800	11230800	11027100	10885200	10843000	10747200	10048600	10973200	11019000
P76177	27853700	27545500	27274700	28700000	23792100	24918500	23101000	25556200	24806000	24457800	25858900	24321600	27565800	25054000	25316400
P0AAZ4	4446620	4031290	4040680	3870810	4343580	4660510	4604020	4359130	4435040	4608600	4567080	4491180	3944360	4661200	4611430
P37749	8363300	8434900	8558280	8393780	10019100	10014500	9676340	9985650	9869510	9382880	9421960	10003300	8595710	9094020	9165160
P15770	3207650	2934370	2819060	2954530	3548430	3474240	3377270	3502330	3331510	3241180	3434090	3305270	3032720	3471080	3572950
P0ADE8	25840500	25604200	24270700	23535000	21362600	21182600	21831800	22290200	21941100	22769600	22354500	21972500	24872000	21667000	22109200
P25665	274209000	349290000	309516000	286253000	488086000	482630000	440738000	444754000	473333000	494657000	480032000	451284000	310619000	477889000	440400000
P75838	3784560	4178020	4203420	4251690	7120420	7324000	6888220	7400590	6485130	6791870	6590650	6486850	4441920	6661000	6801430
P04968	12461400	7661370	8236960	8019490	4630180	4479840	4806960	4849330	4854220	4606250	4964050	5399250	9264820	5543470	5069240
P0AFS3	2208400	2413490	2418780	2319870	1683690	1784850	1590270	1755790	1577590	1646940	1630500	1553720	2287750	1638310	1718540
P0AB83	1001200	1089610	980925	978324	1095440	1084190	1147920	1088630	1090940	1116850	1130690	1100600	998138	1045630	1098220
P0A7V8	154707000	163516000	153839000	148768000	213762000	219097000	218698000	206541000	204829000	215556000	207546000	200273000	152293000	209455000	208760000
P06709	910058	885667	829586	840862	826348	847929	816740	841652	806319	838638	824514	835675	882055	835856	762715
P04825	18005300	21128100	19444800	18446000	17109900	17221200	16843100	16726600	16921000	17249900	16352500	16756300	19155500	17162000	16266700
P0ACF0	449829000	492235000	505221000	496190000	366593000	434150000	380908000	436847000	404687000	444305000	432020000	376945000	488913000	430978000	415222000
P76187	3496670	3548960	3845750	3222800	3305740	3308830	3495200	3676170	3722960	3614130	3607690	3724790	3602190	3445780	3162050
P0A910	837895000	752852000	722023000	761905000	593875000	565962000	617201000	497085000	523709000	570386000	542985000	570398000	710552000	575322000	576744000
P77307	596936	721160	680015	667787	595747	566776	550453	580030	567680	535005	548655	632778	620317	626735	658902
P75876	4267360	4160910	3993430	3883480	4988060	4889820	4914080	4990810	4819750	4934200	4813050	4935580	3990840	4735930	4898470
P15038	2127280	2167430	2146390	2029580	2057250	1996990	2070240	2017740	2081330	2082160	2029520	2047170	2166850	1993060	1951110
P0AG20	10263000	9328560	9238160	8335950	7637970	7586360	7299280	7454500	7528800	7742390	7459490	7967260	8901720	7787260	7533810
P0A6R3	4465210	4010590	4200560	4366230	11082600	11380700	9733780	10437100	10699400	10676400	11337900	10939000	3518860	10677900	10935800
P10443	2124180	2121710	2089750	2006760	2218790	2147100	2216650	2076420	2061810	2118100	2031450	2156140	2120420	2136200	2147970
P33599	15270200	16438000	14809500	14526200	10259000	10479300	10516800	9937910	9698660	10161600	9441140	9690290	14864300	10561600	9905150
P16703	5784300	5177830	5262790	4945740	6576860	6332360	6360530	6369930	6165110	6280470	6550720	6766930	5428360	6666300	6566080
P67699	438457	444149	407577	316316	395036	411281	399695	434922	391197	445508	438435	327565	412794	412815	452419
P0AFH8	154013000	193419000	208804000	246375000	137977000	152400000	128898000	144140000	148006000	133690000	124374000	103122000	188007000	106838000	123627000
P0AAH0	3497910	3877960	3887140	3856950	3828450	3792080	3828530	3560750	3671940	3727310	3637030	3562820	3736700	3582960	3396800
P45578	27106000	30286400	31728400	28986100	38818900	41146900	37981900	42491600	41468600	44306100	42382600	39138100	28536500	40554700	42220500
P76558	33234800	37986400	34102200	31519500	12492200	11901400	12339000	12099900	11818700	12016300	11317200	10715500	39414200	11343200	11838600
P75797	4029540	3903060	4003560	3784400	3415800	3320340	3515890	3320970	3277530	3311370	3301430	3301610	3763820	3339710	3326660
P0A705	54662700	52993100	53695400	53997300	62433300	62112900	62125400	62116100	62619900	60891700	60496800	60885700	58066600	64929200	64818900
P66817	2349780	2518170	2231610	2068780	2462450	2320920	2209860	2118810	2237410	2590860	2267800	2393340	2445130	2363190	2441080
P09372	42348600	40897900	42582700	40234100	41917200	43525600	39616500	44469900	41326200	43618800	45900400	42217800	41966700	40536500	41018000
P0ADA1	6931500	6502230	6452090	5714910	6197000	6737800	5745560	6610750	6037900	6455370	6709080	6247360	6552630	6459070	6228000
P00370	44949000	33984900	38634500	36239200	48321300	49696700	48420100	53415000	57494500	52947600	64913300	61332300	38213400	62909700	53416900
P04816	27191700	32501900	31253900	30254700	35284900	36833200	36572200	36998800	34264900	33934100	35693600	33133100	32274800	34835100	37263300
P68066	93337300	86371800	104427000	81083300	132046000	166222000	138680000	150115000	125998000	133127000	141804000	131875000	122767000	133116000	136845000
P0DP89	4140060	4971070	5098490	4854590	3445840	3050480	3140940	3364740	3637450	3494230	4220120	4175850	4541300	4073120	3935240
P76344	76823600	34244600	86879900	60543600	452111000	463455000	184775000	410710000	462574000	461033000	477770000	433099000	132526000	443759000	436524000
P76402	13917200	14970500	14895000	16480600	6333800	6563280	6609230	7335590	7727550	7092040	6803350	5737010	14663600	5998920	6920070
P0A8Q0	4596160	3589690	3529040	3290110	2916100	3301620	2948530	2917630	2875880	2716150	3487830	3789670	3113610	3986950	3130240
P09980	2986150	2796730	2825440	2587600	2972650	2931380	2976820	3034340	3050090	2949200	2989000	3247410	2801360	2956280	2722170
P68919	145105000	151793000	148017000	136322000	199229000	208816000	182995000	217091000	208312000	220731000	209017000	189400000	149671000	208203000	214390000
P0AF20	3968380	3759860	3922370	3799490	3206830	3242830	3327200	3297160	3309690	3243220	3300060	3436190	3977390	3343230	3111270
P0CB39	4307020	4572320	4428310	4193390	5438860	5317700	5436370	5200750	5078420	5205160	4966240	5151810	4321690	5209260	5431070
P64604	10830900	9653140	10338300	10820300	11136500	11069800	11451900	10907900	11805300	11196100	11268500	10856200	10194700	11557400	11567000
P0A8A4	5892800	5502170	5681140	5482470	1936960	2033650	2135890	2069060	2097570	2236620	2152400	2084360	5834570	2104910	2067170
P69797	20625700	19757700	19812100	20092300	41025900	38683700	43415300	44977900	46609500	41687200	51334800	49539700	21284400	52792900	47223100
P0AEE3	4233340	4103310	4181230	4133550	3810260	3615430	3817190	3751400	3770430	3783910	3722660	3826080	4180910	3676470	3570750
P0AAI3	21214700	20051500	20001600	20368500	20467100	20938200	20656100	20081800	21137300	19788200	20209900	20752000	19860500	21293000	21671100
P0AEE5	62560900	75784600	67409700	79484200	2844630	3247200	2602230	3346060	3594810	3025030	1790540	1611200	69605700	2071190	3537470
P37637	2760170	2739750	4289160	4211200	2680340	2688460	2484310	2839790	3298970	3126530	2936380	3407910	3068810	2924410	3102520
P21889	36899500	30895300	31749100	29594000	33159800	33029900	34302600	33780200	35262600	32654000	35092300	35653800	34966700	35613000	35018800
P07001	18395800	20817000	21132000	20001200	37542700	36317500	34972700	34853400	36637000	35795200	35196100	35516600	21326200	32693600	34625400
P0A6A6	100735000	99963300	94448400	92860400	146312000	142012000	140794000	135719000	142234000	143680000	141856000	146564000	96840700	143084000	136050000
P69902	843729	1787750	1721140	1389000	668133	688316	745176	596582	551969	548909	588417	560181	1639660	536216	569969
P0AB80	32358300	26031900	28309100	25947600	26420300	24771200	2.7e+07	26809000	26141300	25773200	27611100	28099400	27136300	28430600	28337100
P0A6B4	1791850	1576020	1591170	1489300	1729120	1710710	1783590	1818770	1650260	1709670	1777310	1751940	1754950	1821710	1801470
P0ABB4	125165000	145247000	136849000	133396000	98524700	103905000	98954200	103491000	105154000	99854200	106902000	105539000	144781000	104931000	105738000
P0A881	7350380	7203770	7333500	7768970	5291710	5392020	5121240	5731890	5450580	5146540	5745440	5694070	7892300	5672000	5565860
P0AEW9	1161170	1338080	1562570	1483250	4904540	4451790	4585360	4738880	5373500	5278550	5196940	4866100	1252840	5118310	4879970
P76503	3815920	4204140	3688230	3970710	680204	657714	707093	718362	737874	689694	521373	470538	3780040	547328	828914
P00956	42304700	34158800	33624800	31771100	27671600	27264400	28615200	26948800	27394000	27661200	27300100	28552900	35199200	29519600	27942700
P0ABS1	43388100	49751100	45974900	50933100	40450100	40543300	41276200	43632600	42938400	41239100	43244600	40908600	48577200	38636800	40382500
P06999	11289800	10998200	11137000	11540000	11478600	11757300	11021500	11765500	12242100	12018800	12035800	11998400	11652200	11303600	11773900
P0AEA2	379998	455391	419857	395113	518191	540787	487511	423239	524078	508060	496226	491452	482266	429784	464581
P22106	15764100	14931700	14100200	13091200	22837700	23329700	22102600	21872100	20524900	22256600	20979200	21371800	15037100	22426200	21317800
P75683	200084	221966	206878	306237	122996	144118	136218	122924	126198	97767.6	108862	125565	232252	115025	169542
P0A8R7	1478070	1403830	1286450	1429150	1310970	1282410	1284520	1268870	1416910	1322150	1256590	1323790	1413030	1268960	1248130
P77536	8032770	4154790	4109170	3839680	380992	386222	418634	430783	483485	570276	650894	569835	4687540	756723	684399
P0A9I3	2426510	2321540	2255900	2224960	2765200	2478950	2558510	2534330	2601860	2616320	2356690	2645150	2334060	2477050	2440330
P00562	7776270	6550140	6162620	6197760	9878140	9249060	9532010	9643260	9556490	9160460	10011000	10545900	6788130	10345000	9093920
P17802	381008	461008	441034	427000	706941	666613	618756	604865	642925	642782	606147	592853	505281	649638	615178
P0ACK8	990758	1131970	959522	999324	389543	411738	432054	408888	430367	439350	456791	481519	1021110	463227	476781
P37626	15292500	15542600	15638300	13936800	9161250	9559990	10173200	9390400	9731200	9417420	9760300	9491430	16208300	9571070	9265930
P76573	131987	152250	162212	182178	115851	102337	122050	98219.3	142112	91631.2	126853	116278	162117	112755	131481
P0AE08	373713000	434020000	389120000	373510000	338428000	338481000	346413000	347123000	359105000	364692000	363782000	354035000	428323000	364061000	373290000
