"MSP"	"SRS9032175"	"SRS9032172"	"SRS9032166"	"SRS9032079"	"SRS9032163"	"SRS9032162"	"SRS9032160"	"SRS9032078"	"SRS9032076"	"SRS9032158"	"SRS9032072"	"SRS9032157"	"SRS9032156"	"SRS9032071"	"SRS9032069"	"SRS9032065"	"SRS9032064"	"SRS9032061"	"SRS9032059"	"SRS9032058"	"SRS9032057"	"SRS9032150"	"SRS9032054"	"SRS9032149"	"SRS9032053"	"SRS9032043"	"SRS9032148"	"SRS9032039"	"SRS9032147"	"SRS9032034"	"SRS9032143"	"SRS9032141"	"SRS9032140"	"SRS9032137"	"SRS9032134"	"SRS9032133"	"SRS9032131"	"SRS9032129"	"SRS9032121"	"SRS9032119"	"SRS9032115"	"SRS9032113"	"SRS9032110"	"SRS9032108"	"SRS9032106"	"SRS9032102"	"SRS9032099"	"SRS9032098"	"SRS9032096"	"SRS9032095"	"SRS9032094"	"SRS9032092"	"SRS9032089"	"SRS9032084"	"SRS9032081"	"SRS9032075"	"SRS9032070"	"SRS9032060"	"SRS9032055"	"SRS9032052"	"SRS9032049"	"SRS9032048"	"SRS9032046"	"SRS9032045"	"SRS9032042"	"SRS9032041"	"SRS9032038"	"SRS9032036"	"SRS9032198"	"SRS9032194"	"SRS9032189"	"SRS9032188"	"SRS9032173"	"SRS9032171"	"SRS9032159"	"SRS9032145"	"SRS9032144"	"SRS9032142"	"SRS9032127"	"SRS9032124"	"SRS9032118"	"SRS9032117"	"SRS9032116"	"SRS9032114"	"SRS9032112"	"SRS9032111"	"SRS9032109"	"SRS9032107"	"SRS9032104"	"SRS9032103"	"SRS9032101"	"SRS9032100"	"SRS9032091"	"SRS9032090"	"SRS9032088"	"SRS9032087"	"SRS9032086"	"SRS9032077"	"SRS9032074"	"SRS9032073"	"SRS9032068"	"SRS9032067"	"SRS9032066"	"SRS9032063"	"SRS9032062"	"SRS9032056"	"SRS9032051"	"SRS9032050"	"SRS9032047"	"SRS9032044"	"SRS9032035"
"msp_0280"	0	1868	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	1644	0	0	0	0	0	0	0	0	0	0	0	19055	14	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4264	0	0	0	0	5	0	0	0	180	389	0	0	0	0	0	0	0	0	0	34	0	437	0	13	0	0	0	0	0	556	0	0	0	0	0	0	1358	0	0	0	0	0	0	0	0	0	0	0	0	7457	15649	0	0	68	3907
"msp_0281"	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	30408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	0	0	0	0	4943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0285"	0	0	0	705	0	0	0	0	0	1477	0	0	1985	0	0	0	0	0	0	1198	3595	0	0	29921	0	0	1122	0	0	0	1277	872	0	0	540	4674	999	53	0	0	7	0	3250	0	0	15365	0	8	6976	0	0	60410	0	1880	63	0	18573	0	0	0	21	0	546	0	0	0	8	4875	5329	0	0	0	0	0	952	0	0	0	0	0	0	0	0	1658	4826	0	0	28678	26405	1236	0	0	21	82858	0	0	103623	12690	21297	0	0	0	0	0	0	0	2927	0	8	0	12186
"msp_0287"	0	0	0	3196	0	0	0	13	0	0	1354	170	0	0	4017	1025	0	0	0	968	0	0	0	0	1208	3071	144	981	0	0	324	0	101	0	0	0	783	744	0	29	0	0	221	0	0	0	0	0	0	0	0	0	454	0	641	195	357	0	334	2094	3185	0	8	0	290	2319	11	1859	1173	998	0	416	0	0	126	0	0	0	0	0	0	0	240	468	0	0	1008	210	0	0	9285	0	0	0	0	0	0	1082	3388	0	907	1100	0	0	0	0	0	1031	0	1615	0
"msp_0288"	0	91	0	620	0	0	2246	0	0	0	70	0	0	0	0	0	5271	0	0	0	0	0	0	0	478	0	67	1522	0	2240	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	4	0	0	0	92	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	44	0	0	0	30	0	0	0
"msp_0289"	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	151	0	0	0	0	0	0	575	0	0	0	480	0	0	0	0	0	0	0	0	351	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3564	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	22	0
"msp_0290"	0	0	0	0	0	0	0	10921	0	0	142	0	19	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9715	0	0	0	0	0	0	162	0	0	0	0	0	9	0	1772	7425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	0	0	0	0	0
"msp_0291"	295	6	0	407	0	0	0	1001	0	0	0	0	1319	0	197	91	0	0	0	0	0	0	0	0	0	1038	0	0	0	0	204	0	78	0	1126	0	1544	158	11	1266	0	0	0	0	0	0	0	0	0	787	109	2230	1560	0	0	600	1091	0	0	0	52	0	1665	0	2281	1588	17	0	0	358	0	3834	0	0	1153	443	0	56	50	22	228	0	0	286	379	0	13	0	8	150	629	0	198	4561	0	0	0	2413	400	0	0	327	0	0	0	0	236	26	12	44	0
"msp_0296"	57	21	0	41	0	6325	0	0	0	0	325	0	106	0	0	55	0	0	0	49	0	0	0	3	5915	0	0	0	5	0	0	0	0	0	24	0	0	0	0	23	0	0	0	0	0	624	0	0	4564	2810	5519	85	0	5535	53	0	2606	0	0	0	40	0	95	0	225	0	0	347	0	18711	4	0	0	0	19	12297	0	0	0	0	0	0	0	0	0	34	0	0	1508	907	109	0	332	1963	751	0	154	15	464	0	265	0	17	0	0	44	5	0	0	1338	0
"msp_0297"	0	0	0	0	0	0	0	13	0	0	0	0	0	0	16	19	0	0	0	0	0	0	0	0	52	130	0	60	36	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	81	0	0	0	0	0	0	0	0	438	0	0	20	0	0	92	0	0	0	0	0	0	0	0	0	40	0	269	0	0	0	0	0	49	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	6	0
"msp_0298"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	1357	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	80	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0299"	4352	0	0	309	0	164	3036	148	0	461	240	102	38	0	0	62	0	329	0	245	0	0	0	196	1314	474	1575	1302	1311	0	75	529	175	0	45	945	0	1082	0	37	0	176	245	0	2948	771	0	10048	1952	74	0	0	1057	1362	23	17	1438	0	81	28	104	339	2067	0	43	2590	0	20	0	52	0	185	0	267	135	181	633	10558	66	0	0	677	0	505	113	12	0	0	27	48	382	0	545	5790	255	0	0	0	505	0	0	272	835	0	0	653	281	2129	9	95	0
"msp_0300"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12167	0	0	0	0	0	20	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0301"	0	463	0	5418	0	26	0	5096	0	6710	0	7663	37765	0	757	981	183	15744	83099	237	0	0	0	2580	0	13342	906	104	13	0	20001	5587	16215	0	19323	0	0	3845	54	8628	39	46225	0	0	0	4249	0	0	2085	3608	65668	0	55604	13212	520	2649	93	0	0	15	5751	5440	51386	0	3192	96	0	2423	0	70	0	4751	0	367	21676	23592	0	0	4153	114	9071	2612	37	27661	7208	67848	0	19450	1678	950	9621	366	3446	13347	2226	0	64675	70	614	0	6211	21185	0	14	0	1580	1980	45	395	1453	0
"msp_0302"	0	0	0	661	0	77	0	0	0	0	1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93668	0	0	0	0	0	0	0	38	0	311	561	0	0	0	66	0	4177	0	417	0	0	780	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	14	0	0	0	0	604	3085	0	0	0	0	0	0	0	0	0	27	22541	0
"msp_0303"	0	45	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	114	0
"msp_0305"	79	0	0	0	6	0	0	0	0	872	0	0	165	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	6	0	14	0	0	0	235	8	0	0	0	0	0	0	0	0	0	5561	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	30	405	0	0	0	0	0	0	0	71	0	0	0	0	0	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	66	0	0	0	0	0	0	0	0	0	0	0
"msp_0306"	0	874	0	0	0	0	0	0	0	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6083	0	3619	30	0	0	0	0	0	0	0	0	0	0	0	11107	0	0	8037	0	0	0	544	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	11152	0	0	0	0	0	0	0	0	0	0	0	0	0	1033	0	0	0	4038	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
"msp_0307"	0	0	0	0	0	310	0	0	0	0	0	0	1288	0	45	397	0	0	0	0	0	0	0	2684	0	141	2529	0	4	0	128	16	1292	0	0	0	0	1375	0	0	0	0	0	0	0	6	0	2599	4	0	0	0	0	1083	0	1275	46	0	0	0	355	0	0	0	125	0	0	0	0	0	0	164	0	512	148	529	3618	22	121	0	12	0	0	220	0	99	0	0	959	0	11	107	790	0	0	0	0	0	49	0	0	160	1039	0	13	0	0	0	0	0	0
"msp_0308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	6	40	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	134	0
"msp_0312"	6405	198	0	0	0	0	0	58	0	8	561	57	1008	0	657	115	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	108	10	1714	15	0	0	0	0	0	0	0	0	1032	76	0	2850	914	0	0	1210	0	0	0	0	0	0	0	275	0	0	237	0	21	0	0	0	0	479	1256	0	0	26	28	0	0	0	6343	2300	0	0	0	645	43	339	0	0	342	0	0	0	311	94	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0314"	0	746	0	0	0	0	0	0	0	0	6854	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	158	0	0	0	269	0	0	0	21	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	1466	0
"msp_0315"	141	133	0	0	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	232	0	0	0	0	318	22	0	269	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	9	0	635	0	0	140	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	101	0	30	0	301	0	0	0	0	369	0	0	74	0	0	0	87	272	0	75	0	225	0	0	4470	0	0	0	0	0
"msp_0316"	0	0	0	0	0	0	666	0	0	29	0	0	0	0	0	1354	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	228	1212	0	0	0	191	0	0	646	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	43	1140	0	0	0	0	0	0	0	0	0	0
"msp_0317"	0	58	0	27	0	0	0	0	0	7	133	8	0	0	25	710	0	0	0	11	0	0	0	0	138	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	5	0	0	0	210	0	0	0	11	0	359	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0318"	406	2650	17	3024	0	0	199	58	0	18	18	0	0	0	232	3467	57	0	87	1139	220	0	0	0	43	405	20	143	15	0	19	0	0	0	99	0	1292	0	0	9	0	0	0	0	186	0	0	0	39	12	180	0	79	0	573	383	1014	0	316	0	691	0	386	0	0	6322	13	1389	219	0	0	197	0	118	0	323	0	0	363	0	296	17	0	198	0	74	135	0	69	0	147	0	0	0	750	0	0	3086	358	11	141	189	0	0	0	2405	2187	0	10	343	26
"msp_0319"	0	0	0	0	0	0	0	0	0	5	0	0	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7011	202	0	7455	0	0	0	0	0	0	0	0	0	0	0	2471	0	0	0	0	0	0	0	0	0	2061	11419	0	0	0	0	0	0	0	0	0	0	0	0	0	7595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0322"	0	0	0	0	0	0	0	15	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	40	0	0	0	0	0	0	0	18264	14	72	13096	0	0	0	0	0	0	0	0	0	8810	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	303	0	0	4957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0324"	0	551	27	329	0	2469	505	101	0	259	0	55	0	0	554	699	0	0	1025	383	0	0	0	0	2331	3101	0	0	587	0	59	0	119	0	0	0	383	50	0	348	0	311	0	0	553	0	0	0	0	0	0	0	0	0	639	0	135	0	635	1072	1757	0	2028	0	883	2565	4	0	0	0	0	1001	0	0	230	391	0	89	0	6	6	225	0	316	0	0	333	0	312	1141	419	0	0	0	321	0	0	33	1078	202	0	0	0	0	0	0	1794	0	7	31	0
"msp_0325"	0	15	0	0	0	0	0	0	0	0	407	0	0	0	0	2726	0	0	0	6	0	0	0	0	674	1284	0	0	0	0	75	0	0	0	0	0	5444	101	919	90	0	0	0	0	0	1623	0	38	0	0	0	0	0	0	0	0	13	0	0	0	11	0	24	0	0	210	61	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1613	0	398	0	0	650	0	666	0	0	0	0	0	0	0	0	1534	0	0	0	0	0	0	0	0	1200	15	44
"msp_0326"	301	3	5	0	0	0	1380	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
"msp_0331"	3495	944	0	2925	4158	1439	1097	31	0	658	1319	242	43	0	598	4652	75	1949	1424	369	0	0	0	71	1925	1873	14	1933	87	0	338	0	27	0	1402	16	1494	488	10054	246	0	479	0	0	1274	136	0	0	1263	101	81	203	653	171	476	298	155	272	493	35	2340	237	5501	0	13	178	26	190	913	133	235	2302	0	200	145	0	43	1513	576	7	101	6824	1389	1467	300	64	4352	49	438	119	5378	8	0	264	1917	0	0	266	160	560	2522	2889	2269	0	0	19410	1593	1784	1543	852	987
"msp_0334"	39	67	0	0	14	0	0	51	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	34	2249	0	0	0	0	0	0	46	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	89	0	19	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
"msp_0335"	0	0	0	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	13260	0	0	0	0	0	0	0	100	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3163	0	0	0	0	0	0	0	0	0	0
"msp_0337"	0	0	113	0	31	0	0	213	0	0	13	158	556	0	21	27	0	9	0	0	123	0	0	110	20	0	900	12	181	2829	13	95	0	0	72	33	0	18	0	11	0	0	0	0	0	399	0	0	0	13	0	0	7	0	0	24	0	21	0	0	0	0	7	0	310	19	0	39	11	301	0	38	0	7	0	0	152	0	0	119	0	0	15	0	0	21	0	0	39	50	89	0	10	0	0	0	0	8	21	0	106	0	0	0	0	12	20	19	0	0	778
"msp_0340"	34	20	0	65	640	0	286	0	0	13	380	109	160	0	157	56	0	0	0	38	0	0	0	0	4010	202	39	13	298	0	31	0	38	0	201	33	34	0	0	30	0	54	114	0	265	0	0	124	129	100	41	0	89	139	32	30	142	0	245	145	3804	0	370	0	34	149	0	56	95	141	1966	26	0	10	92	35	6	20	0	0	15	15	0	356	73	1817	66	0	161	18	67	0	0	772	150	0	0	445	170	0	0	128	80	0	0	16	35	29	106	543	18
"msp_0341"	2667	0	0	0	0	207	0	0	0	0	0	36	28	87	0	5	0	55	0	0	0	0	0	0	0	0	13	0	19	0	19	16	22	36	241	0	0	21	14	0	790	0	0	56	0	0	957	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	7	328	0	25	0	0	0	239	67	17	0	9	11	0	0	0	187	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	47	0	0	257	0	0	0	0	0	0	0	0
"msp_0342"	0	0	162	17	1066	5893	2584	0	0	145	182	0	0	0	14	737	0	0	1983	114	0	0	0	0	433	14	0	8319	48	0	755	0	0	229	0	0	465	0	0	0	0	1590	0	0	2740	0	0	0	0	0	0	34	0	0	0	0	0	0	560	148	130	0	123	0	0	0	132	0	189	0	246	0	0	2728	0	0	47	745	85	21	412	0	5066	0	0	0	7212	1219	10	0	697	0	0	0	0	144	18	30	0	0	1149	2142	4382	0	0	0	318	0	0	0	1465
"msp_0343"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	937	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0345"	63201	0	9	281	0	15242	0	0	0	0	0	0	1599	0	4447	2895	0	0	0	198	0	0	6	0	0	53	0	0	0	15	0	18	36918	0	1996	0	0	8	22	3742	0	10001	0	0	0	7603	0	2858	0	13540	0	72051	0	0	41367	0	5850	0	0	0	15	0	12	0	5785	2153	0	1455	0	3993	0	64380	0	0	786	2955	0	0	438	46	0	0	245	0	8203	2323	0	28	2700	11232	590	0	2237	17500	3552	0	0	1049	13862	0	0	0	0	0	0	0	0	0	0	9841	0
"msp_0346"	35713	15	0	1398	5918	10679	32610	1202	0	4308	902	7761	2515	0	466	3282	0	3186	10631	105	5573	3238	0	10	0	2740	16	3113	12028	0	1802	6662	695	15572	2770	10712	4824	12711	26	1258	0	5400	0	0	32939	2035	0	0	29565	1569	4983	0	2678	2241	2515	3152	313	0	137	8281	839	3988	2802	0	1476	21	59	2568	2918	8751	0	3025	0	27065	4742	5841	3497	0	7971	12945	1491	2569	5070	3966	1729	4091	1975	9515	143	2216	1944	238	14954	1931	2976	14365	296	3396	5235	0	1990	3619	3692	4	4275	622	5387	6988	2920	8703	0
"msp_0347"	0	0	0	0	0	0	0	0	16	0	0	5	0	0	0	0	0	30	0	0	5	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	1822	4	0	0	0	0	0	0	0	0	0	6	3	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	13	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	1623	0	0	0	0	0	0	0
"msp_0348"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	463	0	0	0	0	0	0	0	0	0	628	0	0	0	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	174	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199
"msp_0352"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8250	0	0	0	0	2512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2967	0	0
"msp_0353"	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	28	0	0	0	0	0	0	0	0	0	7	0	0	85	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0356"	1761	28	0	3510	0	1915	0	430	0	483	471	1099	770	0	1899	1690	78	0	0	5124	0	0	0	3232	16719	28710	521	0	62	0	196	0	109	0	389	173	1298	328	8	1115	6	1819	0	0	0	0	0	0	19951	2781	1315	2091	898	98	3742	246	62	0	2686	45	29671	39	26504	0	729	13585	15	1822	240	225	0	2225	0	0	451	1038	0	0	485	12	783	11	0	4769	12195	7925	11408	406	1016	1491	22687	0	51	1716	534	0	118	472	7053	161	247	14498	0	5	0	0	63074	496	1387	15988	0
"msp_0357"	0	0	0	0	0	0	0	0	0	254	0	0	6	0	640	0	0	0	0	0	0	0	0	0	0	7400	0	0	0	0	0	0	813	0	0	0	0	4804	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	11161	0	11	0	0	0	0	0	0	0	0	2212	0	0	0	3987	0	0	579	13	7	4423	0	0	0	0	0	0	0	0	0	0	0	6350	0	0	0	0	0	0	0	0	1163	0	0	11692	0	33	0	156	0
"msp_0359"	0	128	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0360"	122	10	0	165	0	110	150	126	0	138	45	10	0	0	149	183	555	717	0	88	0	0	0	0	391	271	0	97	127	0	539	10	0	1345	49	0	303	58	0	21	0	51	0	0	140	21	0	0	0	55	31	0	20	31	29	7	57	78	28	376	200	0	362	0	0	29	51	21	0	16	411	220	0	0	0	121	15	755	46	715	2223	57	124	184	55	316	140	45	0	193	498	19	0	7	82	14	0	260	48	297	1512	246	591	0	0	1067	225	69	1415	675	107
"msp_0361"	0	0	0	0	0	0	0	0	0	0	0	171	109	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	4	15	1469	0	0	0	0	0	202	0	0	0	178	237	0	284	0	0	0	0	0	0	0	0	0	0	0	2434	201	0	1142	0	0	0	0	0	0	1462	1920	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	42	0	64824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0362"	3	0	0	0	0	0	0	21	0	0	0	239	204	0	0	0	0	0	0	0	9	0	0	0	0	0	172	0	3498	11	0	0	0	9	0	0	8	15	0	0	0	0	0	0	0	165	0	195	0	21	56	227	0	0	0	0	0	6	141	0	33	0	0	0	125	0	0	0	0	0	0	60	0	0	0	0	160	0	0	0	0	13	7	0	0	0	0	267	101	0	0	1220	0	7	9	145	3589	0	0	0	0	0	0	1061	0	0	0	0	25	7	0
"msp_0364"	64	0	0	7	0	328	761	7	0	65	251	19	0	0	0	39	0	0	0	73	0	0	0	0	36	117	0	10	65	0	69	0	0	0	22	0	119	14	0	132	0	49	0	0	861	0	0	0	154	29	14	552	49	58	40	28	105	0	0	0	13	13	408	0	37	131	0	16	33	164	44	179	0	0	22	0	0	0	62	0	110	0	68	80	29	0	243	0	63	0	1031	0	0	5	168	0	0	11	11	0	2064	102	0	0	0	335	364	22	0	93	582
