rowname	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S91_Slot1-25_1_8674	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_023_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	CVT09_QC3_LabE_X025	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s59_X013	CVT09_s61_X014	CVT09_s73_X016	CVT09_s84_X018	CVT09_s93_X020
P09832	151305000	165924000	416336000	381212000	165663000	155143000	149997000	178870000	169422000	177954000	130227000	106547000	160520000	181671000	417748000	378263000	408980000	456206000	382023000	443244000	358559000	380645000	489231000	354975000	629490	676444	610076	617875	710086	645148	684045	744051	670658	1385880	1709770	1306120	1743150	55893300	53665200	67983400	41752700	59830000	62328800	52925900	61827400	57489700	60979400	59702600	130882000	155658000	165913000	35679100	35054000	36300600	33052700	94746000	92774500	93587100	93789000	92195000	92029000	92678000	96688600	93036200	92364400	39645600	9717640	9215600	9051740	9847750	9118430	9110890	9240890	9373080	9656140	8559770	22773000	22298800	23033600	21463900	22863200
P31224	28462400	29381200	31973800	33449900	28596300	29744500	34114400	31361700	26841800	31900300	27819500	12856300	30618300	30587500	31709400	31978600	31614500	32505700	32942200	32698100	32166600	31684000	32672800	31379700	108180	108686	117482	111333	139068	84633.7	139044	158444	137876	59562.1	141397	51273.4	88081.2	6363300	7199090	7415070	7796000	7013540	6945380	7889540	8326360	7580590	7012000	7867600	6270350	8912920	8632130	5722620	5775990	5116940	6008220	6245390	6206960	4790000	5945940	5791640	5269140	5764460	5610110	5348390	5711770	5788320	1772470	1649570	1534840	1947920	1754690	1949370	1758830	1746030	1912080	1859940	1849220	2031240	2201770	1988790	2050170
P0A8Y5	9766660	8510140	17164700	16014400	9659190	9593180	10842400	11317900	11967700	10513000	8757700	8841580	9849910	11222400	18433100	16819600	17268600	19017700	16239300	17373200	15797700	16106400	18517500	15342900	155145	155241	120197	154318	136895	120583	149806	124820	117255	192176	233452	157614	212455	4195620	4501440	5190620	4887270	5131010	4909360	4330130	4822340	4719730	4634740	5046470	7989580	8355010	8286590	3453070	3402220	3516610	3721930	5515780	5642750	5424600	5594510	5483570	5449720	5164960	5253450	5219590	5478600	3275010	1221760	1101280	1233510	1207040	1110180	1159240	1191230	1249520	1133860	1133200	2059610	2056920	2091520	1954930	2003080
P02924	13980700	13450000	4991010	4711920	20220500	15972400	15041800	18250500	27616500	18873000	15532700	20814600	15563400	16721400	6086050	7312180	10304600	6045310	7476370	2908730	6329420	5546370	5378950	5120080	94230.4	63565.8	74451.3	39510.1	72247.6	37256.6	65318	70213.4	90593.7	NA	11119.4	9539.11	9210.06	5823440	5038750	4590640	4430520	6095470	5057360	4850920	4355450	5048040	4701420	4522340	491640	517413	364500	2312730	2558480	2532830	2118960	327287	362679	221055	351743	404951	369463	406382	362581	262484	335692	2073840	824176	743009	886972	822170	730691	695960	712496	847329	698651	904868	NA	NA	NA	258496	NA
P50456	5966180	5503580	6112740	5902140	6600460	5876070	6922700	6368800	6133960	6156630	5235830	2693170	6478450	5988280	6609880	5331610	5762330	5554590	5520620	6259560	5776950	6434870	6595490	5681520	20882.6	23719	27890.6	13612.8	18575.4	21471.8	21942.8	20760.8	20798.1	13678.4	24476.8	14323.7	22306.3	2029990	2163280	2105780	2498290	2012180	1769050	2491960	1503290	1726050	2165640	2069110	1460690	2063320	1946880	1347210	1229300	1249260	1370090	1210940	1291540	1173910	1157400	1332660	1319800	1380020	1294830	1359570	1329680	1320590	405952	389262	287905	436937	416616	429436	371783	396740	425072	411058	496113	385959	368241	431872	448203
P0ADC1	31821700	28810100	30496400	26356400	42843500	31355500	30085400	38444000	54272200	36614800	32184200	52795600	35936300	40156900	33933900	30969300	29728500	38549200	26487100	30279700	27406200	31700900	34875100	28770300	293745	220464	212139	336980	324957	218240	353954	391381	356011	57414.9	309334	211841	172035	8487720	8170790	9284320	7871740	10399000	8045060	8335100	10172500	8222220	8617640	8756620	7495460	7881800	7991280	7393550	6330920	7049020	6844960	5068000	5080710	4784460	4892430	4932070	5188610	5179860	4672340	4955060	5323850	6646790	6345690	6890940	6140160	6491650	6825060	6595560	6528440	6932410	7047760	8086240	5357510	5436370	5889940	4900280	6071800
P07023	97798300	108277000	60423700	56781100	76212800	88946100	122918000	77089200	44743500	76962700	86292200	56621500	95862000	73900200	55086000	56270900	58125200	42709400	57215200	45378300	53553600	59149800	53347600	57994400	619148	533968	550335	543241	565115	580733	587425	545720	473266	301481	305913	325936	265787	15248300	14895700	17271800	22038000	16611700	17865500	19094500	15032100	17242000	17602300	19651000	10667400	11028900	12503200	9981230	10456900	9998720	13246900	6893680	7193280	6687880	7393220	7087060	6573110	6390690	6409250	6567480	7370800	11785200	7037780	7418850	6466500	8057900	6790840	8007950	6929100	6590250	7819340	6391510	4478880	4360800	5269140	5368990	4818720
P09152	9592980	10411800	34805800	29007700	12071800	12589900	15399400	12713100	14692000	9891240	10068400	5200590	7990050	10286600	32963900	28210900	25128600	28854500	17453900	32743900	25947200	38384100	27159900	25506000	20165.2	17587.8	17730.6	27298.2	22366.4	35983.8	22505.6	19858.7	27928.8	100183	85718	76849.4	81428.8	3010060	3421300	3175150	2542150	5858940	3227040	2990210	5831330	2721830	2863010	2725460	7484290	10170400	12573400	1382040	1324430	1412540	1127900	2598610	2215710	2560980	2572430	2886010	3128000	3238850	3279000	3761030	4269010	1212280	2075410	2186110	2014960	2236900	2157620	2277850	1884400	2179010	2484960	2651280	4508510	5213410	6035800	6402280	7265640
P0A7J7	499048000	517981000	726452000	718043000	547066000	514900000	528137000	540269000	649214000	543966000	486810000	452207000	513298000	535717000	669902000	735531000	689250000	838005000	746494000	693506000	729562000	696957000	690955000	719642000	987150	749321	842491	749655	951200	717521	845312	913281	1092130	806625	1270450	557326	1052610	547303000	521421000	483353000	498214000	510775000	510502000	470168000	430447000	514599000	484076000	425900000	754110000	534598000	544829000	153690000	189658000	164446000	160850000	209127000	222913000	213472000	206833000	224693000	219049000	205912000	221359000	214107000	210387000	163783000	55639300	56371700	58347200	53059700	58076500	54283200	56148600	57101800	51473800	53652600	69186500	70028300	66681000	65496600	67151200
P0A6Y8	349276000	314006000	382366000	314618000	415743000	328481000	339319000	413447000	480597000	394025000	338249000	491505000	376443000	392564000	423845000	412036000	378950000	444778000	335011000	415955000	376713000	388165000	431902000	377873000	1961880	2114620	1940220	1863630	1960490	1855430	2041040	2131910	2100270	1649300	2276290	1813320	2098180	220373000	204380000	178952000	211598000	177480000	213009000	203787000	153247000	233425000	202436000	191470000	150572000	154279000	153257000	196493000	220878000	195971000	239470000	219508000	233305000	211958000	210191000	229585000	226531000	233311000	230569000	238303000	223358000	225024000	23345700	21821900	24322800	20956100	23525300	21898100	23922200	24049300	19820500	20231900	18636400	21041500	19426900	20296800	19852800
P0ACQ4	20640400	24695600	17333100	19820100	16907500	19501000	19460600	13561700	10999800	16713900	19032500	14545800	17960600	14675900	17558600	19352600	19435300	12553600	20809800	17553500	21364100	19757800	16145600	19490500	323060	429701	351193	389177	366066	403137	351949	337143	343516	459677	372743	459733	454667	8534360	8833260	9704240	9207720	9632220	8997300	9223190	9885710	8201840	9381290	9315230	10098200	10385000	10777700	3865610	3810390	4033320	3765530	3932070	3904050	3920600	3996560	3887560	4090460	4109050	3875160	3793460	3926390	3747590	1135920	1127030	1016500	1252740	1184020	1207220	1161430	1119850	1079140	1182180	1272170	1198220	1161190	1140670	1231370
P32053	3838140	3756580	4671610	4487430	3573840	4106890	3403130	3272420	3356140	4405930	3517150	2947240	2822240	4363000	3822100	3987470	4716090	4469940	4506150	4882230	4317370	4719750	5383860	4019390	21803	21250.7	20734.5	24470	22923.2	26939.5	25810.6	22225.4	22030.3	22953.2	23757.8	29009.8	30400.4	1032130	934487	1246630	1046820	938350	1053410	939402	1156070	906948	1119020	1196100	1403790	1337460	1579780	841276	832845	871355	831718	1093050	982009	1105210	1193450	976626	954543	1009550	1021970	1060750	1029270	797509	238862	270058	232544	262838	234480	276496	239572	285679	335889	216017	275712	280580	274934	289190	267891
P08839	159402000	169931000	547981000	584133000	149989000	170050000	205416000	155793000	125801000	148364000	161732000	113428000	167832000	158195000	576722000	583711000	545353000	536784000	552872000	585108000	605210000	595070000	483854000	639136000	868471	873715	859062	794857	854905	676362	1045310	890188	842792	2118630	2974950	2204940	2561040	31694700	31273800	35516300	39624800	36069900	35957500	38819300	32512300	38134600	35498000	38721100	113181000	140953000	138955000	31790000	32143100	32805700	42197800	129171000	126800000	118376000	124266000	131493000	129847000	139310000	125120000	135669000	130844000	37013800	11287900	10049700	11099000	11231800	10409200	11633700	11403800	11245000	9839020	9389300	37211500	37369500	36843800	36290200	36413400
P0ADG4	33682600	29155400	42113500	47220900	30994700	30128700	29730900	26945900	28201800	29760500	29877000	20768200	32227700	30836600	44707300	51116100	44242300	43015800	51783500	43730600	48775800	44242600	43096300	47117800	145647	205138	159526	163350	197885	123618	228947	177843	151526	152974	274569	258894	252726	14874300	17282300	18523300	16750400	19493900	16955400	17039700	18542800	15888800	17337500	17631200	25238800	28636900	25031000	14553600	15090300	15908500	15481900	21980700	20889100	20919000	22558300	22605800	20711800	21947800	21269300	20452000	20690400	16076100	4476790	5027920	4539850	4928940	4554470	4715990	4283950	4185820	5063760	5070120	7175810	8173240	7899220	7538370	6943730
P21165	158230000	176576000	127546000	148371000	143151000	146416000	141071000	134515000	109079000	137123000	136097000	98323200	159564000	141648000	119753000	129024000	134298000	104088000	133530000	123503000	136031000	136056000	120684000	135521000	729786	780690	710435	624638	721620	656673	666126	654996	674245	495959	545656	500646	597029	33439500	35564500	38403400	34428400	37120800	35624400	32987600	38419800	35019000	39429600	39444000	26524300	35227400	34642100	20231300	19601400	19908900	19472000	17128100	16763600	16989200	16316900	16742100	17148400	18203700	17050000	17244900	17644300	22176800	7090980	7778790	6140510	7805330	7191190	7065240	6544880	6351180	7803900	7304400	6266760	6146810	6255580	6182640	6198180
P0A867	131446000	144304000	116715000	143568000	86394300	111332000	164362000	108925000	65205100	102882000	108863000	95233200	120170000	99274800	115484000	133227000	130016000	93181400	133765000	132206000	148045000	129356000	106433000	140954000	771107	979094	853015	860430	716488	913965	992275	807143	684664	907239	946664	1137330	1052070	21500400	22150000	27119900	31448300	23096800	24403800	32589600	21060100	27765000	26803100	27084000	28721100	30875400	26826900	28975200	30750900	27525200	46652800	40805200	39010400	41491200	39378400	40075200	41619000	44684000	42974600	38465400	37653700	38331700	9408190	9310600	10290900	10309100	9025980	11012700	10332300	10230100	9276350	8080380	10461900	12208200	11331400	11572200	11343200
P0A9F6	9352870	9739370	7716130	7617370	8870790	9237600	8925170	7325110	4666050	8188860	9457110	4489900	8946530	6563160	8103330	7187560	7812700	4414620	8170040	6812970	9420300	8423200	6748760	7638140	31123.6	32336.7	39799.3	35365.3	38314.6	27797.9	33144.3	33732.3	37196.2	24496.9	20755.9	22533.8	31105.1	1845940	1981690	1848090	1864890	1730400	1640020	1509160	1399360	1613780	1871410	1668590	1183510	1342790	1430740	1112940	1022100	1044720	1111540	897236	821302	876631	925695	887397	958761	957349	885389	911979	942879	1124190	351361	387639	260715	394810	387177	371088	311627	336770	361558	388995	315286	299885	297581	334824	314860
Q59385	27729700	24006300	24417100	22824600	27268200	21720200	25559200	27241500	48163100	27369400	20754100	10311500	21757500	28065500	21898500	20259600	31753400	21714200	24240700	23791500	21176600	20966100	66601400	28930500	281829	178072	192364	177754	166756	342047	169684	280738	211232	171146	231696	134749	178612	4566710	5312340	4401050	7542960	6382380	4781140	4642680	6012160	4724960	6588490	5298140	4860080	4844840	4398210	5844730	6188790	6057020	4374890	3370470	3529770	3623530	2965110	4250970	6019690	3635620	3577020	5332580	3843660	5596490	1876060	2468690	1517360	2174200	1814760	2442750	1712540	1662290	2769890	2426970	1103740	1946940	1347960	1664470	1514440
P36683	580478000	598334000	223201000	214715000	565080000	594956000	515004000	516857000	434201000	599563000	528162000	251650000	615571000	600148000	198901000	194729000	240526000	198299000	245106000	213701000	201658000	195121000	250892000	192201000	2894060	2741260	2643340	2617450	2979240	3165030	2504030	3570560	2997590	1185240	1199880	1019320	1224380	194028000	216323000	274395000	141717000	251643000	213445000	170765000	283919000	212391000	224338000	230308000	72305200	85106000	89262400	156047000	174576000	160252000	127467000	61053200	61719300	56320400	62915000	58225400	53338000	53154200	56416900	55425300	54984600	173317000	67636500	68019100	54221200	69379100	57144000	64074900	58025800	54512200	78247700	60971800	24240000	21521500	25067000	21645500	23041800
P00961	166345000	162902000	173204000	175065000	171818000	161962000	164309000	162566000	140385000	170259000	158859000	103486000	174656000	172005000	167264000	169551000	170902000	160202000	177204000	177191000	168420000	172191000	170598000	176389000	555234	609094	542768	592464	619177	610178	626489	642545	583063	603939	618196	597414	650915	46531800	50836600	55225700	46176600	52908200	49403300	43112300	59408800	49974700	50876300	51233600	50510700	55334000	54967500	29044000	27932600	29473000	28498400	28740400	29290900	26978100	28866300	28159600	27386700	28443500	28465600	27862300	28112100	29249000	12230400	12307800	11359300	12474700	11897300	11980600	11708300	11502800	12738800	12835800	12099800	12062200	12507600	12170700	12334400
P77541	4256240	3335290	NA	NA	2400360	2110640	7603860	3633090	1401750	2748720	3406220	4314520	2901490	3222960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11568.2	13526.9	14742.9	15030	12623.3	9354.29	25365.4	12861.2	10922.8	NA	1796.82	708.714	3085.39	581525	938720	766619	1723790	599283	1061650	1663380	1042130	1576250	1045860	1295470	92033.1	318848	NA	6889360	6836460	6854430	17078800	1404180	1725630	NA	2106130	1881940	1044920	1614270	1477740	3059160	2656490	7809080	1484800	921509	2023640	1298260	1489570	2130390	1971180	1735170	1109270	1260470	1709080	1560760	961375	1314780	1124910
P0A6C1	14146400	13269300	16941000	17240100	10622700	11612200	15495700	11358000	9470870	11312500	13396600	13899800	13346400	11771900	15401800	16760500	14435000	14042000	15242700	16300000	17320300	16903500	14811400	17187200	62403.5	93943.4	67126.7	92361.7	68265.7	88777.7	82769.8	68647.8	65679.3	118611	97655.9	115266	124745	3990320	3917790	4718480	3833440	4408350	4413550	4368090	4149630	4286140	4178880	4299700	6086890	6497980	5815560	3863070	3846600	4095390	4372510	6630660	5996800	6546170	6289990	5911510	6484300	6362700	6400950	6359080	6393640	4123500	921416	792225	848247	932522	889503	951721	924990	920794	780549	736660	1131250	1203650	1065710	1200500	1173190
P27306	56217900	64101400	12071900	13748700	45081200	52876900	45054000	38349600	31679600	46714100	46076900	22765000	54457300	48230400	12092100	12866400	13477500	11895900	15786400	11713000	12862800	12503200	12077000	13187000	377151	544179	443896	477576	511802	482730	439063	502384	438758	101580	94839.3	108286	109492	19334100	19665000	24149100	17491000	23900100	20006100	19245800	24748600	19575100	22272000	23900700	5195490	6156030	5906260	26782300	29310600	27771500	26563400	7078660	7109580	7118090	7525610	7575500	6996150	7007510	7002420	6884220	6748570	30511500	9428740	9938220	7288620	9970820	8617890	9452820	7850420	7351000	10401300	8963130	2427420	2779220	2538130	2606840	2280900
P0ACB7	53103400	56814200	49195900	47664300	60439200	52654700	66544100	62975100	72281400	67038000	50388400	34972600	59132800	65222900	48902600	44892800	46405700	58849300	45599000	49956600	45021700	44206800	57570500	45674800	252345	205079	250293	200462	233107	174736	211031	228832	265965	121831	188392	100873	134778	12928900	13382600	15022800	11843200	14887400	13836000	13967000	14531500	13360800	13872000	14192000	13682300	13608500	12383700	8929850	8865560	9004360	9039520	6837490	7182280	6935270	7027300	6848240	7077520	6947560	6965100	6871560	6672950	8558010	3928800	3658930	3899350	3843410	3972330	4255870	4153610	4188030	3864820	3903140	2984420	3182080	2954570	3045070	3043400
P0A9U6	1951690	1716270	1212910	1200500	2776980	2349820	1838080	2625920	2426590	2405190	1994630	5191150	2326200	2285690	1441940	1143090	1291490	1719160	1397880	1287760	1264040	1431750	1542180	1201170	10308.5	9450.29	6287.13	10780.4	18157.5	13964.8	12018.4	8312.8	11751.2	12195.8	6705.53	13976.7	5784.77	2389070	2164230	1667880	1922670	2178730	1636830	1525230	1668430	2176540	1941860	1806900	960608	1173530	1031740	797936	923529	818026	649913	504258	554789	521142	501467	598201	546791	461266	515294	529384	518592	738205	1082100	858830	1515080	1536290	1430490	1106890	1545890	1635000	1010290	1790910	874616	990542	798645	907411	1012160
